listing_key,ticker,exchange,asset_type,name,gap_class,source_of_truth_outcome,core_action,fill_action,review_needed,recommended_next_source,source_gate,official_source_context,official_capability,official_masterfile_match,official_masterfile_sources,official_masterfile_sector_values,official_masterfile_exposes_sector,weak_sector_resolution_queue,residual_decision,review_bucket,review_priority,apply_eligibility,verification_evidence_required,review_strategy,recommended_next_action
SEM::HTLS,HTLS,SEM,Stock,HOTELEST LTD,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: sem_isin.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=sem_isin;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,sem_isin,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
SEM::HWF,HWF,SEM,Stock,INNODIS LTD,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: sem_isin.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=sem_isin;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,sem_isin,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
SEM::HWP,HWP,SEM,Stock,HAPPY WORLD PROPERTY LTD,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: sem_isin.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=sem_isin;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,sem_isin,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
SEM::IBLL,IBLL,SEM,Stock,IBL LTD,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: sem_isin.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=sem_isin;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,sem_isin,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
SEM::KLOS,KLOS,SEM,Stock,KOLOS CEMENT LTD,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: sem_isin.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=sem_isin;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,sem_isin,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
SEM::LFL-O,LFL-O,SEM,Stock,LIVESTOCK FEED LTD (ORDINARY),official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: sem_isin.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=sem_isin;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,sem_isin,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
SEM::LMLC-O,LMLC-O,SEM,Stock,LES MOULINS DE LA CONCORDE LT,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: sem_isin.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=sem_isin;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,sem_isin,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
SEM::LMLC-P,LMLC-P,SEM,Stock,LES MOULINS DE LA CONCORDE LT,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: sem_isin.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=sem_isin;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,sem_isin,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
SEM::LOTO,LOTO,SEM,Stock,LOTTOTECH LTD,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: sem_isin.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=sem_isin;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,sem_isin,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
SEM::MCBG,MCBG,SEM,Stock,MCB GROUP LIMITED,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: sem_isin.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=sem_isin;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,sem_isin,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
SEM::MCFI,MCFI,SEM,Stock,MAURITIUS CHEMICAL & FERTILIZER INDUSTRY LTD,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: sem_isin.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=sem_isin;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,sem_isin,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
SEM::MCOS,MCOS,SEM,Stock,MAURITIUS COSMETICS LTD,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: sem_isin.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=sem_isin;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,sem_isin,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
SEM::MFDG,MFDG,SEM,Stock,MFD GROUP LTD,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: sem_isin.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=sem_isin;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,sem_isin,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
SEM::MIWA,MIWA,SEM,Stock,MIWA SUGAR LIMITED,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: sem_isin.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=sem_isin;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,sem_isin,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
SEM::MOROIL,MOROIL,SEM,Stock,MAURITIUS OIL REFINERIES LTD,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: sem_isin.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=sem_isin;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,sem_isin,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
SEM::MSIL,MSIL,SEM,Stock,MAURITIUS SECONDARY INDUSTRIES LTD,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: sem_isin.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=sem_isin;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,sem_isin,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
SEM::MTMD,MTMD,SEM,Stock,OMNICANE LTD,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: sem_isin.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=sem_isin;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,sem_isin,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
SEM::NMHL-O,NMHL-O,SEM,Stock,NEW MAURITIUS HOTELS LTD,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: sem_isin.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=sem_isin;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,sem_isin,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
SEM::PAD,PAD,SEM,Stock,PROMOTION AND DEVELOPMENT LTD,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: sem_isin.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=sem_isin;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,sem_isin,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
SEM::PCCL,PCCL,SEM,Stock,PAPER CONVERTING COMPANY LTD,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: sem_isin.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=sem_isin;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,sem_isin,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
SEM::QBL,QBL,SEM,Stock,QUALITY BEVERAGES LTD,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: sem_isin.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=sem_isin;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,sem_isin,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
SEM::RIVO,RIVO,SEM,Stock,RIVEO LIMITED,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: sem_isin.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=sem_isin;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,sem_isin,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
SEM::SBMH,SBMH,SEM,Stock,SBM HOLDINGS LTD,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: sem_isin.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=sem_isin;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,sem_isin,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
SEM::SIT,SIT,SEM,Stock,SIT LAND HOLDINGS OPTIONS,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: sem_isin.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=sem_isin;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,sem_isin,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
SEM::STFI,STFI,SEM,Stock,STELLARIS FINANCE,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: sem_isin.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=sem_isin;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,sem_isin,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
SEM::TAD,TAD,SEM,Stock,TADVEST LIMITED - (USD),official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: sem_isin.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=sem_isin;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,sem_isin,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
SEM::TPL-O,TPL-O,SEM,Stock,TROPICAL PARADISE CO. LTD (ORDINARY),official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: sem_isin.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=sem_isin;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,sem_isin,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
SEM::TSAH,TSAH,SEM,Stock,TRANS SWITH AFRICA HOLDINGS LTD (USD),official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: sem_isin.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=sem_isin;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,sem_isin,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
SEM::UNSE,UNSE,SEM,Stock,THE UNION SUGAR ESTATES CO. LTD,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: sem_isin.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=sem_isin;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,sem_isin,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
SEM::UTDL,UTDL,SEM,Stock,UNITED DOCKS LTD,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: sem_isin.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=sem_isin;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,sem_isin,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
SEM::VELG,VELG,SEM,Stock,VELOGIC HOLDING COMPANY LIMITED,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: sem_isin.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=sem_isin;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,sem_isin,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
SEM::ZWTO,ZWTO,SEM,Stock,ZIWETO HOLDINGS LIMITED (USD),official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: sem_isin.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=sem_isin;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,sem_isin,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
