listing_key,ticker,exchange,asset_type,name,isin,figi,figi_source,openfigi_review_status,openfigi_review_decision,openfigi_review_source,openfigi_reviewed_at,missing_isin,missing_figi,source_gap_fields,source_gap_classes,source_of_truth_outcomes,source_gap_context,official_masterfile_match,official_masterfile_sources,official_masterfile_exposes_isin,official_masterfile_exposes_sector,official_source_context,canada_resolution_queue,review_strategy,queue_evidence_required,recommended_next_source,source_gate,isin_decision,figi_decision,isin_apply_eligibility,figi_apply_eligibility,verification_evidence_required,identifier_review_context,recommended_next_action
NEO::AEMX,AEMX,NEO,ETF,AGF Emerging Markets ex China Fund Series ETF,CA00858F1099,,,accepted_source_gap_no_openfigi_match,no_openfigi_match,OpenFIGI ID_ISIN mapping,2026-05-24T14:27:35Z,false,true,,,,source_gap_fields=none;source_gap_classes=none;source_of_truth_outcomes=none,false,,false,false,official_masterfile_match=false;official_masterfile_sources=none;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,reviewed_openfigi_no_match_source_gap,keep_figi_blank_after_reviewed_openfigi_no_match,stronger_figi_source_required_openfigi_no_match_reviewed,Stronger FIGI source or reviewed OpenFIGI re-check evidence; existing no-match remains a source gap.,Do not re-probe or fill FIGI from symbol/name; keep blank until stronger reviewed FIGI evidence exists.,isin_present,missing_figi_reviewed_source_gap_no_openfigi_match,no_isin_action_required,keep_blank_as_reviewed_openfigi_source_gap,stronger_figi_source_required_openfigi_no_match_reviewed,missing_isin=false;missing_figi=true;isin_decision=isin_present;figi_decision=missing_figi_reviewed_source_gap_no_openfigi_match;isin_apply_eligibility=no_isin_action_required;figi_apply_eligibility=keep_blank_as_reviewed_openfigi_source_gap;openfigi_review_status=accepted_source_gap_no_openfigi_match;openfigi_review_decision=no_openfigi_match,keep_blank_as_documented_openfigi_source_gap_until_stronger_source
TSXV::PVF,PVF,TSXV,Stock,Partners Value Investments LP,,,,,,,,true,true,missing_isin_primary,official_identifier_not_exposed_source_gap,accepted_source_gap,source_gap_fields=missing_isin_primary;source_gap_classes=official_identifier_not_exposed_source_gap;source_of_truth_outcomes=accepted_source_gap,true,tmx_listed_issuers,false,false,official_masterfile_match=true;official_masterfile_sources=tmx_listed_issuers;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,missing_isin_official_canada_masterfiles_do_not_expose_isin,seek_official_canada_isin_source,official_csd_issuer_or_reviewed_identifier_source_with_exact_listing_match_and_valid_isin,"Official CSD, issuer, prospectus, transfer-agent, or reviewed identifier source exposing a valid ISIN.",Keep ISIN blank until a direct official or reviewed identifier source exposes a valid checksum ISIN.,missing_isin_official_canada_masterfiles_do_not_expose_isin,missing_figi_requires_isin_first,keep_blank_until_official_isin_source,blocked_until_isin_resolved,official_csd_issuer_or_reviewed_identifier_source_with_exact_listing_match_and_valid_isin,missing_isin=true;missing_figi=true;isin_decision=missing_isin_official_canada_masterfiles_do_not_expose_isin;figi_decision=missing_figi_requires_isin_first;isin_apply_eligibility=keep_blank_until_official_isin_source;figi_apply_eligibility=blocked_until_isin_resolved;openfigi_review_status=none;openfigi_review_decision=none,seek_official_csd_issuer_or_reviewed_identifier_source
TSXV::PVF-UN,PVF-UN,TSXV,Stock,Partners Value Investments LP,,,,,,,,true,true,missing_isin_primary,official_identifier_reference_unmatched_gap,accepted_source_gap,source_gap_fields=missing_isin_primary;source_gap_classes=official_identifier_reference_unmatched_gap;source_of_truth_outcomes=accepted_source_gap,false,,false,false,official_masterfile_match=false;official_masterfile_sources=none;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,missing_isin_reviewed_source_gap,keep_isin_blank_until_stronger_official_source,stronger_official_identifier_source_before_isin_fill,"Stronger official Canada identifier source with exact listing-key, issuer/name, and valid ISIN evidence.",Keep ISIN blank until stronger official evidence resolves the reviewed source gap.,missing_isin_reviewed_source_gap,missing_figi_requires_isin_first,keep_blank_until_official_isin_source,blocked_until_isin_resolved,stronger_official_identifier_source_before_isin_fill,missing_isin=true;missing_figi=true;isin_decision=missing_isin_reviewed_source_gap;figi_decision=missing_figi_requires_isin_first;isin_apply_eligibility=keep_blank_until_official_isin_source;figi_apply_eligibility=blocked_until_isin_resolved;openfigi_review_status=none;openfigi_review_decision=none,keep_blank_as_documented_source_gap_until_stronger_source
TSXV::R.P,R.P,TSXV,Stock,Rockport Capital Corp.,CA77382L1094,BBG0122Q3Y51,OpenFIGI,,,,,false,false,missing_sector_stock,shell_or_cpc_sector_gap,core_exclusion_candidate,source_gap_fields=missing_sector_stock;source_gap_classes=shell_or_cpc_sector_gap;source_of_truth_outcomes=core_exclusion_candidate,true,tmx_listed_issuers,false,false,official_masterfile_match=true;official_masterfile_sources=tmx_listed_issuers;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,core_exclusion_candidate_metadata_scope_review,scope_review_before_canada_metadata_enrichment,official_listing_scope_decision_before_sector_or_category_fill,tmx_listed_issuers plus reviewed scope decision before any sector or ETF-category work.,No sector or category fill until scope is decided with official listing evidence.,isin_present,figi_present,no_isin_action_required,no_figi_action_required,none_no_identifier_change_authorized,missing_isin=false;missing_figi=false;isin_decision=isin_present;figi_decision=figi_present;isin_apply_eligibility=no_isin_action_required;figi_apply_eligibility=no_figi_action_required;openfigi_review_status=none;openfigi_review_decision=none,keep_blank_as_documented_source_gap_until_stronger_source
TSXV::RCR-P,RCR-P,TSXV,Stock,Canna 8 Investment Trust,CA13766K1021,BBG00L1C6H65,OpenFIGI,,,,,false,false,missing_sector_stock,shell_or_cpc_sector_gap,core_exclusion_candidate,source_gap_fields=missing_sector_stock;source_gap_classes=shell_or_cpc_sector_gap;source_of_truth_outcomes=core_exclusion_candidate,false,,false,false,official_masterfile_match=false;official_masterfile_sources=none;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,core_exclusion_candidate_metadata_scope_review,scope_review_before_canada_metadata_enrichment,official_listing_scope_decision_before_sector_or_category_fill,current official exchange or issuer source plus reviewed scope decision before any sector or ETF-category work.,No sector or category fill until scope is decided with official listing evidence.,isin_present,figi_present,no_isin_action_required,no_figi_action_required,none_no_identifier_change_authorized,missing_isin=false;missing_figi=false;isin_decision=isin_present;figi_decision=figi_present;isin_apply_eligibility=no_isin_action_required;figi_apply_eligibility=no_figi_action_required;openfigi_review_status=none;openfigi_review_decision=none,keep_blank_as_documented_source_gap_until_stronger_source
TSXV::RCR.P,RCR.P,TSXV,ETF,Canna 8 Investment Trust,,,,,,,,true,true,missing_etf_category|missing_isin_primary,capital_pool_or_halted_identifier_gap|official_product_taxonomy_unavailable_gap,accepted_source_gap|core_exclusion_candidate,source_gap_fields=missing_etf_category|missing_isin_primary;source_gap_classes=capital_pool_or_halted_identifier_gap|official_product_taxonomy_unavailable_gap;source_of_truth_outcomes=accepted_source_gap|core_exclusion_candidate,true,tmx_listed_issuers,false,false,official_masterfile_match=true;official_masterfile_sources=tmx_listed_issuers;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,core_exclusion_candidate_identifier_scope_review,scope_review_before_canada_identifier_enrichment,official_listing_scope_decision_for_core_extended_or_exclude,"tmx_listed_issuers plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or FIGI enrichment until the listing is reviewed as core, extended, or excluded.",missing_isin_core_exclusion_candidate_requires_scope_review,missing_figi_requires_isin_first,blocked_until_scope_decision,blocked_until_isin_resolved,scope_decision_for_core_extended_or_exclude_before_identifier_enrichment,missing_isin=true;missing_figi=true;isin_decision=missing_isin_core_exclusion_candidate_requires_scope_review;figi_decision=missing_figi_requires_isin_first;isin_apply_eligibility=blocked_until_scope_decision;figi_apply_eligibility=blocked_until_isin_resolved;openfigi_review_status=none;openfigi_review_decision=none,review_scope_before_identifier_enrichment
TSXV::REBL.P,REBL.P,TSXV,Stock,Genesis Acquisition Corp.,CA37182V1031,BBG00PG3CRJ7,OpenFIGI,,,,,false,false,missing_sector_stock,shell_or_cpc_sector_gap,core_exclusion_candidate,source_gap_fields=missing_sector_stock;source_gap_classes=shell_or_cpc_sector_gap;source_of_truth_outcomes=core_exclusion_candidate,true,tmx_listed_issuers,false,false,official_masterfile_match=true;official_masterfile_sources=tmx_listed_issuers;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,core_exclusion_candidate_metadata_scope_review,scope_review_before_canada_metadata_enrichment,official_listing_scope_decision_before_sector_or_category_fill,tmx_listed_issuers plus reviewed scope decision before any sector or ETF-category work.,No sector or category fill until scope is decided with official listing evidence.,isin_present,figi_present,no_isin_action_required,no_figi_action_required,none_no_identifier_change_authorized,missing_isin=false;missing_figi=false;isin_decision=isin_present;figi_decision=figi_present;isin_apply_eligibility=no_isin_action_required;figi_apply_eligibility=no_figi_action_required;openfigi_review_status=none;openfigi_review_decision=none,keep_blank_as_documented_source_gap_until_stronger_source
TSXV::RENT.P,RENT.P,TSXV,Stock,Shine Box Capital Corp.,,,,,,,,true,true,missing_isin_primary|missing_sector_stock,capital_pool_or_halted_identifier_gap|shell_or_cpc_sector_gap,core_exclusion_candidate,source_gap_fields=missing_isin_primary|missing_sector_stock;source_gap_classes=capital_pool_or_halted_identifier_gap|shell_or_cpc_sector_gap;source_of_truth_outcomes=core_exclusion_candidate,true,tmx_listed_issuers,false,false,official_masterfile_match=true;official_masterfile_sources=tmx_listed_issuers;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,core_exclusion_candidate_identifier_scope_review,scope_review_before_canada_identifier_enrichment,official_listing_scope_decision_for_core_extended_or_exclude,"tmx_listed_issuers plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or FIGI enrichment until the listing is reviewed as core, extended, or excluded.",missing_isin_core_exclusion_candidate_requires_scope_review,missing_figi_requires_isin_first,blocked_until_scope_decision,blocked_until_isin_resolved,scope_decision_for_core_extended_or_exclude_before_identifier_enrichment,missing_isin=true;missing_figi=true;isin_decision=missing_isin_core_exclusion_candidate_requires_scope_review;figi_decision=missing_figi_requires_isin_first;isin_apply_eligibility=blocked_until_scope_decision;figi_apply_eligibility=blocked_until_isin_resolved;openfigi_review_status=none;openfigi_review_decision=none,review_scope_before_identifier_enrichment
TSXV::REVV,REVV,TSXV,Stock,ReVolve Renewable Power Corp.,,,,,,,,true,true,missing_isin_primary|missing_sector_stock,official_identifier_not_exposed_source_gap|official_industry_taxonomy_unavailable_gap,accepted_source_gap,source_gap_fields=missing_isin_primary|missing_sector_stock;source_gap_classes=official_identifier_not_exposed_source_gap|official_industry_taxonomy_unavailable_gap;source_of_truth_outcomes=accepted_source_gap,true,tmx_listed_issuers,false,false,official_masterfile_match=true;official_masterfile_sources=tmx_listed_issuers;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,missing_isin_official_canada_masterfiles_do_not_expose_isin,seek_official_canada_isin_source,official_csd_issuer_or_reviewed_identifier_source_with_exact_listing_match_and_valid_isin,"Official CSD, issuer, prospectus, transfer-agent, or reviewed identifier source exposing a valid ISIN.",Keep ISIN blank until a direct official or reviewed identifier source exposes a valid checksum ISIN.,missing_isin_official_canada_masterfiles_do_not_expose_isin,missing_figi_requires_isin_first,keep_blank_until_official_isin_source,blocked_until_isin_resolved,official_csd_issuer_or_reviewed_identifier_source_with_exact_listing_match_and_valid_isin,missing_isin=true;missing_figi=true;isin_decision=missing_isin_official_canada_masterfiles_do_not_expose_isin;figi_decision=missing_figi_requires_isin_first;isin_apply_eligibility=keep_blank_until_official_isin_source;figi_apply_eligibility=blocked_until_isin_resolved;openfigi_review_status=none;openfigi_review_decision=none,seek_official_csd_issuer_or_reviewed_identifier_source
TSXV::REVX,REVX,TSXV,Stock,Rev Exploration Corp.,,,,,,,,true,true,missing_isin_primary,official_identifier_not_exposed_source_gap,accepted_source_gap,source_gap_fields=missing_isin_primary;source_gap_classes=official_identifier_not_exposed_source_gap;source_of_truth_outcomes=accepted_source_gap,true,tmx_listed_issuers,false,false,official_masterfile_match=true;official_masterfile_sources=tmx_listed_issuers;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,missing_isin_official_canada_masterfiles_do_not_expose_isin,seek_official_canada_isin_source,official_csd_issuer_or_reviewed_identifier_source_with_exact_listing_match_and_valid_isin,"Official CSD, issuer, prospectus, transfer-agent, or reviewed identifier source exposing a valid ISIN.",Keep ISIN blank until a direct official or reviewed identifier source exposes a valid checksum ISIN.,missing_isin_official_canada_masterfiles_do_not_expose_isin,missing_figi_requires_isin_first,keep_blank_until_official_isin_source,blocked_until_isin_resolved,official_csd_issuer_or_reviewed_identifier_source_with_exact_listing_match_and_valid_isin,missing_isin=true;missing_figi=true;isin_decision=missing_isin_official_canada_masterfiles_do_not_expose_isin;figi_decision=missing_figi_requires_isin_first;isin_apply_eligibility=keep_blank_until_official_isin_source;figi_apply_eligibility=blocked_until_isin_resolved;openfigi_review_status=none;openfigi_review_decision=none,seek_official_csd_issuer_or_reviewed_identifier_source
TSXV::RKV,RKV,TSXV,Stock,Rakovina Therapeutics Inc.,CA75103L1013,,,accepted_source_gap_no_openfigi_match,no_openfigi_match,OpenFIGI ID_ISIN mapping,2026-05-24T14:43:57Z,false,true,,,,source_gap_fields=none;source_gap_classes=none;source_of_truth_outcomes=none,true,tmx_listed_issuers,false,false,official_masterfile_match=true;official_masterfile_sources=tmx_listed_issuers;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,reviewed_openfigi_no_match_source_gap,keep_figi_blank_after_reviewed_openfigi_no_match,stronger_figi_source_required_openfigi_no_match_reviewed,Stronger FIGI source or reviewed OpenFIGI re-check evidence; existing no-match remains a source gap.,Do not re-probe or fill FIGI from symbol/name; keep blank until stronger reviewed FIGI evidence exists.,isin_present,missing_figi_reviewed_source_gap_no_openfigi_match,no_isin_action_required,keep_blank_as_reviewed_openfigi_source_gap,stronger_figi_source_required_openfigi_no_match_reviewed,missing_isin=false;missing_figi=true;isin_decision=isin_present;figi_decision=missing_figi_reviewed_source_gap_no_openfigi_match;isin_apply_eligibility=no_isin_action_required;figi_apply_eligibility=keep_blank_as_reviewed_openfigi_source_gap;openfigi_review_status=accepted_source_gap_no_openfigi_match;openfigi_review_decision=no_openfigi_match,keep_blank_as_documented_openfigi_source_gap_until_stronger_source
TSXV::RME,RME,TSXV,Stock,Roland Minerals Enterprises Corp.,,,,,,,,true,true,missing_isin_primary,official_identifier_not_exposed_source_gap,accepted_source_gap,source_gap_fields=missing_isin_primary;source_gap_classes=official_identifier_not_exposed_source_gap;source_of_truth_outcomes=accepted_source_gap,true,tmx_listed_issuers,false,false,official_masterfile_match=true;official_masterfile_sources=tmx_listed_issuers;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,missing_isin_official_canada_masterfiles_do_not_expose_isin,seek_official_canada_isin_source,official_csd_issuer_or_reviewed_identifier_source_with_exact_listing_match_and_valid_isin,"Official CSD, issuer, prospectus, transfer-agent, or reviewed identifier source exposing a valid ISIN.",Keep ISIN blank until a direct official or reviewed identifier source exposes a valid checksum ISIN.,missing_isin_official_canada_masterfiles_do_not_expose_isin,missing_figi_requires_isin_first,keep_blank_until_official_isin_source,blocked_until_isin_resolved,official_csd_issuer_or_reviewed_identifier_source_with_exact_listing_match_and_valid_isin,missing_isin=true;missing_figi=true;isin_decision=missing_isin_official_canada_masterfiles_do_not_expose_isin;figi_decision=missing_figi_requires_isin_first;isin_apply_eligibility=keep_blank_until_official_isin_source;figi_apply_eligibility=blocked_until_isin_resolved;openfigi_review_status=none;openfigi_review_decision=none,seek_official_csd_issuer_or_reviewed_identifier_source
TSXV::ROSH.P,ROSH.P,TSXV,Stock,Roshni Capital Inc.,CA77815W1023,BBG013Y3Y4W7,OpenFIGI,,,,,false,false,missing_sector_stock,shell_or_cpc_sector_gap,core_exclusion_candidate,source_gap_fields=missing_sector_stock;source_gap_classes=shell_or_cpc_sector_gap;source_of_truth_outcomes=core_exclusion_candidate,true,tmx_listed_issuers,false,false,official_masterfile_match=true;official_masterfile_sources=tmx_listed_issuers;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,core_exclusion_candidate_metadata_scope_review,scope_review_before_canada_metadata_enrichment,official_listing_scope_decision_before_sector_or_category_fill,tmx_listed_issuers plus reviewed scope decision before any sector or ETF-category work.,No sector or category fill until scope is decided with official listing evidence.,isin_present,figi_present,no_isin_action_required,no_figi_action_required,none_no_identifier_change_authorized,missing_isin=false;missing_figi=false;isin_decision=isin_present;figi_decision=figi_present;isin_apply_eligibility=no_isin_action_required;figi_apply_eligibility=no_figi_action_required;openfigi_review_status=none;openfigi_review_decision=none,keep_blank_as_documented_source_gap_until_stronger_source
TSXV::RRCC.P,RRCC.P,TSXV,Stock,Raging Rhino Capital Corp.,CA7506481075,BBG01BV2YPZ4,OpenFIGI,,,,,false,false,missing_sector_stock,shell_or_cpc_sector_gap,core_exclusion_candidate,source_gap_fields=missing_sector_stock;source_gap_classes=shell_or_cpc_sector_gap;source_of_truth_outcomes=core_exclusion_candidate,true,tmx_listed_issuers,false,false,official_masterfile_match=true;official_masterfile_sources=tmx_listed_issuers;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,core_exclusion_candidate_metadata_scope_review,scope_review_before_canada_metadata_enrichment,official_listing_scope_decision_before_sector_or_category_fill,tmx_listed_issuers plus reviewed scope decision before any sector or ETF-category work.,No sector or category fill until scope is decided with official listing evidence.,isin_present,figi_present,no_isin_action_required,no_figi_action_required,none_no_identifier_change_authorized,missing_isin=false;missing_figi=false;isin_decision=isin_present;figi_decision=figi_present;isin_apply_eligibility=no_isin_action_required;figi_apply_eligibility=no_figi_action_required;openfigi_review_status=none;openfigi_review_decision=none,keep_blank_as_documented_source_gap_until_stronger_source
TSXV::RSC.P,RSC.P,TSXV,Stock,Rockmount Capital Corporation,CA7737931047,BBG01JFZWJN1,OpenFIGI,,,,,false,false,missing_sector_stock,shell_or_cpc_sector_gap,core_exclusion_candidate,source_gap_fields=missing_sector_stock;source_gap_classes=shell_or_cpc_sector_gap;source_of_truth_outcomes=core_exclusion_candidate,true,tmx_listed_issuers,false,false,official_masterfile_match=true;official_masterfile_sources=tmx_listed_issuers;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,core_exclusion_candidate_metadata_scope_review,scope_review_before_canada_metadata_enrichment,official_listing_scope_decision_before_sector_or_category_fill,tmx_listed_issuers plus reviewed scope decision before any sector or ETF-category work.,No sector or category fill until scope is decided with official listing evidence.,isin_present,figi_present,no_isin_action_required,no_figi_action_required,none_no_identifier_change_authorized,missing_isin=false;missing_figi=false;isin_decision=isin_present;figi_decision=figi_present;isin_apply_eligibility=no_isin_action_required;figi_apply_eligibility=no_figi_action_required;openfigi_review_status=none;openfigi_review_decision=none,keep_blank_as_documented_source_gap_until_stronger_source
TSXV::RV,RV,TSXV,Stock,Pathfinder Ventures Inc.,CA70323P1071,,,accepted_source_gap_no_openfigi_match,no_openfigi_match,OpenFIGI ID_ISIN mapping,2026-05-24T14:43:57Z,false,true,,,,source_gap_fields=none;source_gap_classes=none;source_of_truth_outcomes=none,true,tmx_listed_issuers,false,false,official_masterfile_match=true;official_masterfile_sources=tmx_listed_issuers;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,reviewed_openfigi_no_match_source_gap,keep_figi_blank_after_reviewed_openfigi_no_match,stronger_figi_source_required_openfigi_no_match_reviewed,Stronger FIGI source or reviewed OpenFIGI re-check evidence; existing no-match remains a source gap.,Do not re-probe or fill FIGI from symbol/name; keep blank until stronger reviewed FIGI evidence exists.,isin_present,missing_figi_reviewed_source_gap_no_openfigi_match,no_isin_action_required,keep_blank_as_reviewed_openfigi_source_gap,stronger_figi_source_required_openfigi_no_match_reviewed,missing_isin=false;missing_figi=true;isin_decision=isin_present;figi_decision=missing_figi_reviewed_source_gap_no_openfigi_match;isin_apply_eligibility=no_isin_action_required;figi_apply_eligibility=keep_blank_as_reviewed_openfigi_source_gap;openfigi_review_status=accepted_source_gap_no_openfigi_match;openfigi_review_decision=no_openfigi_match,keep_blank_as_documented_openfigi_source_gap_until_stronger_source
TSXV::RVC.P,RVC.P,TSXV,Stock,Ronin Ventures Corp.,,,,,,,,true,true,missing_isin_primary,capital_pool_or_halted_identifier_gap,core_exclusion_candidate,source_gap_fields=missing_isin_primary;source_gap_classes=capital_pool_or_halted_identifier_gap;source_of_truth_outcomes=core_exclusion_candidate,true,tmx_listed_issuers,false,false,official_masterfile_match=true;official_masterfile_sources=tmx_listed_issuers;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,core_exclusion_candidate_identifier_scope_review,scope_review_before_canada_identifier_enrichment,official_listing_scope_decision_for_core_extended_or_exclude,"tmx_listed_issuers plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or FIGI enrichment until the listing is reviewed as core, extended, or excluded.",missing_isin_core_exclusion_candidate_requires_scope_review,missing_figi_requires_isin_first,blocked_until_scope_decision,blocked_until_isin_resolved,scope_decision_for_core_extended_or_exclude_before_identifier_enrichment,missing_isin=true;missing_figi=true;isin_decision=missing_isin_core_exclusion_candidate_requires_scope_review;figi_decision=missing_figi_requires_isin_first;isin_apply_eligibility=blocked_until_scope_decision;figi_apply_eligibility=blocked_until_isin_resolved;openfigi_review_status=none;openfigi_review_decision=none,review_scope_before_identifier_enrichment
TSXV::SAC.P,SAC.P,TSXV,Stock,Savanna Capital Corp.,CA8046751068,BBG00HZ0V4R1,OpenFIGI,,,,,false,false,missing_sector_stock,shell_or_cpc_sector_gap,core_exclusion_candidate,source_gap_fields=missing_sector_stock;source_gap_classes=shell_or_cpc_sector_gap;source_of_truth_outcomes=core_exclusion_candidate,true,tmx_listed_issuers,false,false,official_masterfile_match=true;official_masterfile_sources=tmx_listed_issuers;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,core_exclusion_candidate_metadata_scope_review,scope_review_before_canada_metadata_enrichment,official_listing_scope_decision_before_sector_or_category_fill,tmx_listed_issuers plus reviewed scope decision before any sector or ETF-category work.,No sector or category fill until scope is decided with official listing evidence.,isin_present,figi_present,no_isin_action_required,no_figi_action_required,none_no_identifier_change_authorized,missing_isin=false;missing_figi=false;isin_decision=isin_present;figi_decision=figi_present;isin_apply_eligibility=no_isin_action_required;figi_apply_eligibility=no_figi_action_required;openfigi_review_status=none;openfigi_review_decision=none,keep_blank_as_documented_source_gap_until_stronger_source
TSXV::SBEL.P,SBEL.P,TSXV,Stock,Sanibel Ventures Corp.,,,,,,,,true,true,missing_isin_primary|missing_sector_stock,capital_pool_or_halted_identifier_gap|shell_or_cpc_sector_gap,core_exclusion_candidate,source_gap_fields=missing_isin_primary|missing_sector_stock;source_gap_classes=capital_pool_or_halted_identifier_gap|shell_or_cpc_sector_gap;source_of_truth_outcomes=core_exclusion_candidate,true,tmx_listed_issuers,false,false,official_masterfile_match=true;official_masterfile_sources=tmx_listed_issuers;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,core_exclusion_candidate_identifier_scope_review,scope_review_before_canada_identifier_enrichment,official_listing_scope_decision_for_core_extended_or_exclude,"tmx_listed_issuers plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or FIGI enrichment until the listing is reviewed as core, extended, or excluded.",missing_isin_core_exclusion_candidate_requires_scope_review,missing_figi_requires_isin_first,blocked_until_scope_decision,blocked_until_isin_resolved,scope_decision_for_core_extended_or_exclude_before_identifier_enrichment,missing_isin=true;missing_figi=true;isin_decision=missing_isin_core_exclusion_candidate_requires_scope_review;figi_decision=missing_figi_requires_isin_first;isin_apply_eligibility=blocked_until_scope_decision;figi_apply_eligibility=blocked_until_isin_resolved;openfigi_review_status=none;openfigi_review_decision=none,review_scope_before_identifier_enrichment
TSXV::SDCI.P,SDCI.P,TSXV,Stock,St. Davids Capital Inc.,,,,,,,,true,true,missing_isin_primary|missing_sector_stock,capital_pool_or_halted_identifier_gap|shell_or_cpc_sector_gap,core_exclusion_candidate,source_gap_fields=missing_isin_primary|missing_sector_stock;source_gap_classes=capital_pool_or_halted_identifier_gap|shell_or_cpc_sector_gap;source_of_truth_outcomes=core_exclusion_candidate,true,tmx_listed_issuers,false,false,official_masterfile_match=true;official_masterfile_sources=tmx_listed_issuers;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,core_exclusion_candidate_identifier_scope_review,scope_review_before_canada_identifier_enrichment,official_listing_scope_decision_for_core_extended_or_exclude,"tmx_listed_issuers plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or FIGI enrichment until the listing is reviewed as core, extended, or excluded.",missing_isin_core_exclusion_candidate_requires_scope_review,missing_figi_requires_isin_first,blocked_until_scope_decision,blocked_until_isin_resolved,scope_decision_for_core_extended_or_exclude_before_identifier_enrichment,missing_isin=true;missing_figi=true;isin_decision=missing_isin_core_exclusion_candidate_requires_scope_review;figi_decision=missing_figi_requires_isin_first;isin_apply_eligibility=blocked_until_scope_decision;figi_apply_eligibility=blocked_until_isin_resolved;openfigi_review_status=none;openfigi_review_decision=none,review_scope_before_identifier_enrichment
TSXV::SEVN.P,SEVN.P,TSXV,Stock,Seven Oaks Capital Corp.,CA81788J1066,BBG0161JVCY4,OpenFIGI,,,,,false,false,missing_sector_stock,shell_or_cpc_sector_gap,core_exclusion_candidate,source_gap_fields=missing_sector_stock;source_gap_classes=shell_or_cpc_sector_gap;source_of_truth_outcomes=core_exclusion_candidate,true,tmx_listed_issuers,false,false,official_masterfile_match=true;official_masterfile_sources=tmx_listed_issuers;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,core_exclusion_candidate_metadata_scope_review,scope_review_before_canada_metadata_enrichment,official_listing_scope_decision_before_sector_or_category_fill,tmx_listed_issuers plus reviewed scope decision before any sector or ETF-category work.,No sector or category fill until scope is decided with official listing evidence.,isin_present,figi_present,no_isin_action_required,no_figi_action_required,none_no_identifier_change_authorized,missing_isin=false;missing_figi=false;isin_decision=isin_present;figi_decision=figi_present;isin_apply_eligibility=no_isin_action_required;figi_apply_eligibility=no_figi_action_required;openfigi_review_status=none;openfigi_review_decision=none,keep_blank_as_documented_source_gap_until_stronger_source
TSXV::SGQ,SGQ,TSXV,Stock,SouthGobi Resources Ltd.,,,,,,,,true,true,missing_isin_primary,inactive_or_legacy_identifier_gap,core_exclusion_candidate,source_gap_fields=missing_isin_primary;source_gap_classes=inactive_or_legacy_identifier_gap;source_of_truth_outcomes=core_exclusion_candidate,true,tmx_interlisted_companies|tmx_listed_issuers,false,false,official_masterfile_match=true;official_masterfile_sources=tmx_interlisted_companies|tmx_listed_issuers;official_masterfile_exposes_isin=false;official_masterfile_exposes_sector=false,core_exclusion_candidate_identifier_scope_review,scope_review_before_canada_identifier_enrichment,official_listing_scope_decision_for_core_extended_or_exclude,"multiple_official_sources plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or FIGI enrichment until the listing is reviewed as core, extended, or excluded.",missing_isin_core_exclusion_candidate_requires_scope_review,missing_figi_requires_isin_first,blocked_until_scope_decision,blocked_until_isin_resolved,scope_decision_for_core_extended_or_exclude_before_identifier_enrichment,missing_isin=true;missing_figi=true;isin_decision=missing_isin_core_exclusion_candidate_requires_scope_review;figi_decision=missing_figi_requires_isin_first;isin_apply_eligibility=blocked_until_scope_decision;figi_apply_eligibility=blocked_until_isin_resolved;openfigi_review_status=none;openfigi_review_decision=none,review_scope_before_identifier_enrichment
