financialdata_symbol,financialdata_ticker,financialdata_exchange,financialdata_name,financialdata_review_scope,official_ticker,official_exchange,official_name,official_isin,official_source_key,official_reference_scope,decision,reason,financialdata_review_queue,review_priority,review_strategy,apply_eligibility,verification_evidence_required,recommended_next_source,source_gate,financialdata_discovery_context,official_identity_context,supplement_review_context
532466.BO,532466,BSE_IN,Oracle Financial Services Software Limited,current_exchange_gap,21STCENMGM,BSE_IN,Twentyfirst Century Management Services Ltd,INE253B01015,bse_india_scrips,exchange_directory,reject,ambiguous_official_isin_candidates,resolve_ambiguous_official_isin_candidates,P2,resolve_to_single_official_active_isin_candidate_before_apply,blocked_until_unique_official_isin_candidate_resolved,single_official_active_listing_with_valid_isin_and_name_gate,Single official active listing or registry row resolving the ambiguous candidates with exact name and ISIN.,Do not write supplement until exactly one official valid-ISIN candidate remains after name/listing review.,financialdata_exchange=BSE_IN;financialdata_ticker=532466;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=BSE_IN;official_ticker=21STCENMGM;official_source_key=bse_india_scrips;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=reject;reason=ambiguous_official_isin_candidates;financialdata_review_queue=resolve_ambiguous_official_isin_candidates;apply_eligibility=blocked_until_unique_official_isin_candidate_resolved;verification_evidence_required=single_official_active_listing_with_valid_isin_and_name_gate
532475.BO,532475,BSE_IN,Aptech Ltd.,current_exchange_gap,APTECHT,BSE_IN,Aptech Ltd,INE266F01018,bse_india_scrips,exchange_directory,skip,ticker_already_exists_globally,collision_guard_no_supplement_apply,P3,hold_existing_identifier_collision_until_identity_review_resolves,no_supplement_apply_existing_identifier_or_collision_guard,identity_resolution_before_any_global_ticker_reuse,Listing-keyed identity-resolution evidence before considering any global ticker reuse.,Do not reuse a global ticker without listing-keyed identity resolution.,financialdata_exchange=BSE_IN;financialdata_ticker=532475;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=BSE_IN;official_ticker=APTECHT;official_source_key=bse_india_scrips;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=skip;reason=ticker_already_exists_globally;financialdata_review_queue=collision_guard_no_supplement_apply;apply_eligibility=no_supplement_apply_existing_identifier_or_collision_guard;verification_evidence_required=identity_resolution_before_any_global_ticker_reuse
532483.BO,532483,BSE_IN,Canara Bank,current_exchange_gap,CANBK,BSE_IN,Canara Bank,INE476A01022,bse_india_scrips,exchange_directory,reject,ambiguous_official_isin_candidates,resolve_ambiguous_official_isin_candidates,P2,resolve_to_single_official_active_isin_candidate_before_apply,blocked_until_unique_official_isin_candidate_resolved,single_official_active_listing_with_valid_isin_and_name_gate,Single official active listing or registry row resolving the ambiguous candidates with exact name and ISIN.,Do not write supplement until exactly one official valid-ISIN candidate remains after name/listing review.,financialdata_exchange=BSE_IN;financialdata_ticker=532483;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=BSE_IN;official_ticker=CANBK;official_source_key=bse_india_scrips;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=reject;reason=ambiguous_official_isin_candidates;financialdata_review_queue=resolve_ambiguous_official_isin_candidates;apply_eligibility=blocked_until_unique_official_isin_candidate_resolved;verification_evidence_required=single_official_active_listing_with_valid_isin_and_name_gate
532505.BO,532505,BSE_IN,UCO Bank,current_exchange_gap,UCOBANK,BSE_IN,UCO Bank,INE691A01018,bse_india_scrips,exchange_directory,skip,ticker_already_exists_globally,collision_guard_no_supplement_apply,P3,hold_existing_identifier_collision_until_identity_review_resolves,no_supplement_apply_existing_identifier_or_collision_guard,identity_resolution_before_any_global_ticker_reuse,Listing-keyed identity-resolution evidence before considering any global ticker reuse.,Do not reuse a global ticker without listing-keyed identity resolution.,financialdata_exchange=BSE_IN;financialdata_ticker=532505;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=BSE_IN;official_ticker=UCOBANK;official_source_key=bse_india_scrips;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=skip;reason=ticker_already_exists_globally;financialdata_review_queue=collision_guard_no_supplement_apply;apply_eligibility=no_supplement_apply_existing_identifier_or_collision_guard;verification_evidence_required=identity_resolution_before_any_global_ticker_reuse
532508.BO,532508,BSE_IN,Jindal Stainless Limited,current_exchange_gap,JSL,BSE_IN,Jindal Stainless Ltd,INE220G01021,bse_india_scrips,exchange_directory,reject,ambiguous_official_isin_candidates,resolve_ambiguous_official_isin_candidates,P2,resolve_to_single_official_active_isin_candidate_before_apply,blocked_until_unique_official_isin_candidate_resolved,single_official_active_listing_with_valid_isin_and_name_gate,Single official active listing or registry row resolving the ambiguous candidates with exact name and ISIN.,Do not write supplement until exactly one official valid-ISIN candidate remains after name/listing review.,financialdata_exchange=BSE_IN;financialdata_ticker=532508;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=BSE_IN;official_ticker=JSL;official_source_key=bse_india_scrips;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=reject;reason=ambiguous_official_isin_candidates;financialdata_review_queue=resolve_ambiguous_official_isin_candidates;apply_eligibility=blocked_until_unique_official_isin_candidate_resolved;verification_evidence_required=single_official_active_listing_with_valid_isin_and_name_gate
532513.BO,532513,BSE_IN,TVS Electronics Limited,current_exchange_gap,AEIM,BSE_IN,Artificial Electronics Intelligent Material Ltd,INE072B01027,bse_india_scrips,exchange_directory,reject,ambiguous_official_isin_candidates,resolve_ambiguous_official_isin_candidates,P2,resolve_to_single_official_active_isin_candidate_before_apply,blocked_until_unique_official_isin_candidate_resolved,single_official_active_listing_with_valid_isin_and_name_gate,Single official active listing or registry row resolving the ambiguous candidates with exact name and ISIN.,Do not write supplement until exactly one official valid-ISIN candidate remains after name/listing review.,financialdata_exchange=BSE_IN;financialdata_ticker=532513;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=BSE_IN;official_ticker=AEIM;official_source_key=bse_india_scrips;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=reject;reason=ambiguous_official_isin_candidates;financialdata_review_queue=resolve_ambiguous_official_isin_candidates;apply_eligibility=blocked_until_unique_official_isin_candidate_resolved;verification_evidence_required=single_official_active_listing_with_valid_isin_and_name_gate
532515.BO,532515,BSE_IN,Living Media India Limited,current_exchange_gap,ADCOUNTY,BSE_IN,Adcounty Media India Ltd,INE0W1601012,bse_india_scrips,exchange_directory,reject,ambiguous_official_isin_candidates,resolve_ambiguous_official_isin_candidates,P2,resolve_to_single_official_active_isin_candidate_before_apply,blocked_until_unique_official_isin_candidate_resolved,single_official_active_listing_with_valid_isin_and_name_gate,Single official active listing or registry row resolving the ambiguous candidates with exact name and ISIN.,Do not write supplement until exactly one official valid-ISIN candidate remains after name/listing review.,financialdata_exchange=BSE_IN;financialdata_ticker=532515;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=BSE_IN;official_ticker=ADCOUNTY;official_source_key=bse_india_scrips;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=reject;reason=ambiguous_official_isin_candidates;financialdata_review_queue=resolve_ambiguous_official_isin_candidates;apply_eligibility=blocked_until_unique_official_isin_candidate_resolved;verification_evidence_required=single_official_active_listing_with_valid_isin_and_name_gate
532531.BO,532531,BSE_IN,Strides Pharma Science,current_exchange_gap,SOLARA,BSE_IN,Solara Active Pharma Sciences Ltd,INE624Z01016,bse_india_scrips,exchange_directory,reject,ambiguous_official_isin_candidates,resolve_ambiguous_official_isin_candidates,P2,resolve_to_single_official_active_isin_candidate_before_apply,blocked_until_unique_official_isin_candidate_resolved,single_official_active_listing_with_valid_isin_and_name_gate,Single official active listing or registry row resolving the ambiguous candidates with exact name and ISIN.,Do not write supplement until exactly one official valid-ISIN candidate remains after name/listing review.,financialdata_exchange=BSE_IN;financialdata_ticker=532531;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=BSE_IN;official_ticker=SOLARA;official_source_key=bse_india_scrips;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=reject;reason=ambiguous_official_isin_candidates;financialdata_review_queue=resolve_ambiguous_official_isin_candidates;apply_eligibility=blocked_until_unique_official_isin_candidate_resolved;verification_evidence_required=single_official_active_listing_with_valid_isin_and_name_gate
532538.BO,532538,BSE_IN,UltraTech Cement Limited,current_exchange_gap,ULTRACEMCO,BSE_IN,UltraTech Cement Ltd,INE481G01011,bse_india_scrips,exchange_directory,skip,ticker_already_exists_globally,collision_guard_no_supplement_apply,P3,hold_existing_identifier_collision_until_identity_review_resolves,no_supplement_apply_existing_identifier_or_collision_guard,identity_resolution_before_any_global_ticker_reuse,Listing-keyed identity-resolution evidence before considering any global ticker reuse.,Do not reuse a global ticker without listing-keyed identity resolution.,financialdata_exchange=BSE_IN;financialdata_ticker=532538;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=BSE_IN;official_ticker=ULTRACEMCO;official_source_key=bse_india_scrips;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=skip;reason=ticker_already_exists_globally;financialdata_review_queue=collision_guard_no_supplement_apply;apply_eligibility=no_supplement_apply_existing_identifier_or_collision_guard;verification_evidence_required=identity_resolution_before_any_global_ticker_reuse
532539.BO,532539,BSE_IN,Uno Minda Limited,current_exchange_gap,MINDACORP,BSE_IN,Minda Corporation Ltd,INE842C01021,bse_india_scrips,exchange_directory,reject,ambiguous_official_isin_candidates,resolve_ambiguous_official_isin_candidates,P2,resolve_to_single_official_active_isin_candidate_before_apply,blocked_until_unique_official_isin_candidate_resolved,single_official_active_listing_with_valid_isin_and_name_gate,Single official active listing or registry row resolving the ambiguous candidates with exact name and ISIN.,Do not write supplement until exactly one official valid-ISIN candidate remains after name/listing review.,financialdata_exchange=BSE_IN;financialdata_ticker=532539;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=BSE_IN;official_ticker=MINDACORP;official_source_key=bse_india_scrips;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=reject;reason=ambiguous_official_isin_candidates;financialdata_review_queue=resolve_ambiguous_official_isin_candidates;apply_eligibility=blocked_until_unique_official_isin_candidate_resolved;verification_evidence_required=single_official_active_listing_with_valid_isin_and_name_gate
532548.BO,532548,BSE_IN,Century Plyboards,current_exchange_gap,CENTURYPLY,BSE_IN,Century Plyboards (India) Ltd-$,INE348B01021,bse_india_scrips,exchange_directory,skip,ticker_already_exists_globally,collision_guard_no_supplement_apply,P3,hold_existing_identifier_collision_until_identity_review_resolves,no_supplement_apply_existing_identifier_or_collision_guard,identity_resolution_before_any_global_ticker_reuse,Listing-keyed identity-resolution evidence before considering any global ticker reuse.,Do not reuse a global ticker without listing-keyed identity resolution.,financialdata_exchange=BSE_IN;financialdata_ticker=532548;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=BSE_IN;official_ticker=CENTURYPLY;official_source_key=bse_india_scrips;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=skip;reason=ticker_already_exists_globally;financialdata_review_queue=collision_guard_no_supplement_apply;apply_eligibility=no_supplement_apply_existing_identifier_or_collision_guard;verification_evidence_required=identity_resolution_before_any_global_ticker_reuse
532636.BO,532636,BSE_IN,IIFL Finance Limited,current_exchange_gap,IIFL,BSE_IN,IIFL Finance Ltd,INE530B01024,bse_india_scrips,exchange_directory,reject,ambiguous_official_isin_candidates,resolve_ambiguous_official_isin_candidates,P2,resolve_to_single_official_active_isin_candidate_before_apply,blocked_until_unique_official_isin_candidate_resolved,single_official_active_listing_with_valid_isin_and_name_gate,Single official active listing or registry row resolving the ambiguous candidates with exact name and ISIN.,Do not write supplement until exactly one official valid-ISIN candidate remains after name/listing review.,financialdata_exchange=BSE_IN;financialdata_ticker=532636;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=BSE_IN;official_ticker=IIFL;official_source_key=bse_india_scrips;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=reject;reason=ambiguous_official_isin_candidates;financialdata_review_queue=resolve_ambiguous_official_isin_candidates;apply_eligibility=blocked_until_unique_official_isin_candidate_resolved;verification_evidence_required=single_official_active_listing_with_valid_isin_and_name_gate
532652.BO,532652,BSE_IN,The Karnataka Bank Limited,current_exchange_gap,KTKBANK,BSE_IN,Karnataka Bank Ltd,INE614B01018,bse_india_scrips,exchange_directory,skip,ticker_already_exists_globally,collision_guard_no_supplement_apply,P3,hold_existing_identifier_collision_until_identity_review_resolves,no_supplement_apply_existing_identifier_or_collision_guard,identity_resolution_before_any_global_ticker_reuse,Listing-keyed identity-resolution evidence before considering any global ticker reuse.,Do not reuse a global ticker without listing-keyed identity resolution.,financialdata_exchange=BSE_IN;financialdata_ticker=532652;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=BSE_IN;official_ticker=KTKBANK;official_source_key=bse_india_scrips;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=skip;reason=ticker_already_exists_globally;financialdata_review_queue=collision_guard_no_supplement_apply;apply_eligibility=no_supplement_apply_existing_identifier_or_collision_guard;verification_evidence_required=identity_resolution_before_any_global_ticker_reuse
532654.BO,532654,BSE_IN,McLeod Russel India Ltd,current_exchange_gap,DHINDIA,BSE_IN,D & H India Ltd-$,INE589D01018,bse_india_scrips,exchange_directory,reject,ambiguous_official_isin_candidates,resolve_ambiguous_official_isin_candidates,P2,resolve_to_single_official_active_isin_candidate_before_apply,blocked_until_unique_official_isin_candidate_resolved,single_official_active_listing_with_valid_isin_and_name_gate,Single official active listing or registry row resolving the ambiguous candidates with exact name and ISIN.,Do not write supplement until exactly one official valid-ISIN candidate remains after name/listing review.,financialdata_exchange=BSE_IN;financialdata_ticker=532654;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=BSE_IN;official_ticker=DHINDIA;official_source_key=bse_india_scrips;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=reject;reason=ambiguous_official_isin_candidates;financialdata_review_queue=resolve_ambiguous_official_isin_candidates;apply_eligibility=blocked_until_unique_official_isin_candidate_resolved;verification_evidence_required=single_official_active_listing_with_valid_isin_and_name_gate
532660.BO,532660,BSE_IN,Vivimed Labs Limited,current_exchange_gap,VIVIMEDLAB,BSE_IN,Vivimed Labs Ltd,INE526G01021,bse_india_scrips,exchange_directory,skip,ticker_already_exists_globally,collision_guard_no_supplement_apply,P3,hold_existing_identifier_collision_until_identity_review_resolves,no_supplement_apply_existing_identifier_or_collision_guard,identity_resolution_before_any_global_ticker_reuse,Listing-keyed identity-resolution evidence before considering any global ticker reuse.,Do not reuse a global ticker without listing-keyed identity resolution.,financialdata_exchange=BSE_IN;financialdata_ticker=532660;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=BSE_IN;official_ticker=VIVIMEDLAB;official_source_key=bse_india_scrips;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=skip;reason=ticker_already_exists_globally;financialdata_review_queue=collision_guard_no_supplement_apply;apply_eligibility=no_supplement_apply_existing_identifier_or_collision_guard;verification_evidence_required=identity_resolution_before_any_global_ticker_reuse
532661.BO,532661,BSE_IN,Rane Limited,current_exchange_gap,RANEHOLDIN,BSE_IN,Rane Holdings Ltd,INE384A01010,bse_india_scrips,exchange_directory,reject,ambiguous_official_isin_candidates,resolve_ambiguous_official_isin_candidates,P2,resolve_to_single_official_active_isin_candidate_before_apply,blocked_until_unique_official_isin_candidate_resolved,single_official_active_listing_with_valid_isin_and_name_gate,Single official active listing or registry row resolving the ambiguous candidates with exact name and ISIN.,Do not write supplement until exactly one official valid-ISIN candidate remains after name/listing review.,financialdata_exchange=BSE_IN;financialdata_ticker=532661;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=BSE_IN;official_ticker=RANEHOLDIN;official_source_key=bse_india_scrips;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=reject;reason=ambiguous_official_isin_candidates;financialdata_review_queue=resolve_ambiguous_official_isin_candidates;apply_eligibility=blocked_until_unique_official_isin_candidate_resolved;verification_evidence_required=single_official_active_listing_with_valid_isin_and_name_gate
532714.BO,532714,BSE_IN,KEC International Limited,current_exchange_gap,KEC,BSE_IN,KEC International Ltd,INE389H01022,bse_india_scrips,exchange_directory,skip,ticker_already_exists_globally,collision_guard_no_supplement_apply,P3,hold_existing_identifier_collision_until_identity_review_resolves,no_supplement_apply_existing_identifier_or_collision_guard,identity_resolution_before_any_global_ticker_reuse,Listing-keyed identity-resolution evidence before considering any global ticker reuse.,Do not reuse a global ticker without listing-keyed identity resolution.,financialdata_exchange=BSE_IN;financialdata_ticker=532714;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=BSE_IN;official_ticker=KEC;official_source_key=bse_india_scrips;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=skip;reason=ticker_already_exists_globally;financialdata_review_queue=collision_guard_no_supplement_apply;apply_eligibility=no_supplement_apply_existing_identifier_or_collision_guard;verification_evidence_required=identity_resolution_before_any_global_ticker_reuse
532720.BO,532720,BSE_IN,Mahindra & Mahindra Financial Services Limited,current_exchange_gap,21STCENMGM,BSE_IN,Twentyfirst Century Management Services Ltd,INE253B01015,bse_india_scrips,exchange_directory,reject,ambiguous_official_isin_candidates,resolve_ambiguous_official_isin_candidates,P2,resolve_to_single_official_active_isin_candidate_before_apply,blocked_until_unique_official_isin_candidate_resolved,single_official_active_listing_with_valid_isin_and_name_gate,Single official active listing or registry row resolving the ambiguous candidates with exact name and ISIN.,Do not write supplement until exactly one official valid-ISIN candidate remains after name/listing review.,financialdata_exchange=BSE_IN;financialdata_ticker=532720;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=BSE_IN;official_ticker=21STCENMGM;official_source_key=bse_india_scrips;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=reject;reason=ambiguous_official_isin_candidates;financialdata_review_queue=resolve_ambiguous_official_isin_candidates;apply_eligibility=blocked_until_unique_official_isin_candidate_resolved;verification_evidence_required=single_official_active_listing_with_valid_isin_and_name_gate
532772.BO,532772,BSE_IN,DCB Bank Limited,current_exchange_gap,DCBBANK,BSE_IN,DCB Bank Ltd,INE503A01015,bse_india_scrips,exchange_directory,skip,ticker_already_exists_globally,collision_guard_no_supplement_apply,P3,hold_existing_identifier_collision_until_identity_review_resolves,no_supplement_apply_existing_identifier_or_collision_guard,identity_resolution_before_any_global_ticker_reuse,Listing-keyed identity-resolution evidence before considering any global ticker reuse.,Do not reuse a global ticker without listing-keyed identity resolution.,financialdata_exchange=BSE_IN;financialdata_ticker=532772;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=BSE_IN;official_ticker=DCBBANK;official_source_key=bse_india_scrips;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=skip;reason=ticker_already_exists_globally;financialdata_review_queue=collision_guard_no_supplement_apply;apply_eligibility=no_supplement_apply_existing_identifier_or_collision_guard;verification_evidence_required=identity_resolution_before_any_global_ticker_reuse
532773.BO,532773,BSE_IN,Global Vectra Helicorp Limited,current_exchange_gap,GLOBALVECT,BSE_IN,Global Vectra Helicorp Ltd,INE792H01019,bse_india_scrips,exchange_directory,reject,ambiguous_official_isin_candidates,resolve_ambiguous_official_isin_candidates,P2,resolve_to_single_official_active_isin_candidate_before_apply,blocked_until_unique_official_isin_candidate_resolved,single_official_active_listing_with_valid_isin_and_name_gate,Single official active listing or registry row resolving the ambiguous candidates with exact name and ISIN.,Do not write supplement until exactly one official valid-ISIN candidate remains after name/listing review.,financialdata_exchange=BSE_IN;financialdata_ticker=532773;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=BSE_IN;official_ticker=GLOBALVECT;official_source_key=bse_india_scrips;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=reject;reason=ambiguous_official_isin_candidates;financialdata_review_queue=resolve_ambiguous_official_isin_candidates;apply_eligibility=blocked_until_unique_official_isin_candidate_resolved;verification_evidence_required=single_official_active_listing_with_valid_isin_and_name_gate
532779.BO,532779,BSE_IN,Torrent Power Limited,current_exchange_gap,TORNTPOWER,BSE_IN,Torrent Power Ltd,INE813H01021,bse_india_scrips,exchange_directory,preserve,already_in_financialdata_supplement,preserve_existing_reviewed_supplement,P4,preserve_existing_reviewed_supplement_no_new_apply,preserve_existing_reviewed_supplement_no_new_apply,existing_reviewed_supplement_retained_with_original_official_source,Existing reviewed FinancialData supplement source; re-check only if the original official source changes.,Preserve existing reviewed supplement; do not create a new row from FinancialData alone.,financialdata_exchange=BSE_IN;financialdata_ticker=532779;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=BSE_IN;official_ticker=TORNTPOWER;official_source_key=bse_india_scrips;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=preserve;reason=already_in_financialdata_supplement;financialdata_review_queue=preserve_existing_reviewed_supplement;apply_eligibility=preserve_existing_reviewed_supplement_no_new_apply;verification_evidence_required=existing_reviewed_supplement_retained_with_original_official_source
532794.BO,532794,BSE_IN,Zee Media Corporation Limited,current_exchange_gap,ZEEMEDIA,BSE_IN,Zee Media Corporation Ltd,INE966H01019,bse_india_scrips,exchange_directory,skip,official_listing_key_already_exists,collision_guard_no_supplement_apply,P3,hold_existing_identifier_collision_until_identity_review_resolves,no_supplement_apply_existing_identifier_or_collision_guard,existing_listing_key_confirms_no_supplement_needed,Existing database listing-key evidence; no supplemental source is needed unless identity review reopens the row.,Do not create duplicate listing-key supplement rows.,financialdata_exchange=BSE_IN;financialdata_ticker=532794;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=BSE_IN;official_ticker=ZEEMEDIA;official_source_key=bse_india_scrips;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=skip;reason=official_listing_key_already_exists;financialdata_review_queue=collision_guard_no_supplement_apply;apply_eligibility=no_supplement_apply_existing_identifier_or_collision_guard;verification_evidence_required=existing_listing_key_confirms_no_supplement_needed
532795.BO,532795,BSE_IN,Siti Networks Ltd,current_exchange_gap,DEN,BSE_IN,Den Networks Ltd,INE947J01015,bse_india_scrips,exchange_directory,reject,ambiguous_official_isin_candidates,resolve_ambiguous_official_isin_candidates,P2,resolve_to_single_official_active_isin_candidate_before_apply,blocked_until_unique_official_isin_candidate_resolved,single_official_active_listing_with_valid_isin_and_name_gate,Single official active listing or registry row resolving the ambiguous candidates with exact name and ISIN.,Do not write supplement until exactly one official valid-ISIN candidate remains after name/listing review.,financialdata_exchange=BSE_IN;financialdata_ticker=532795;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=BSE_IN;official_ticker=DEN;official_source_key=bse_india_scrips;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=reject;reason=ambiguous_official_isin_candidates;financialdata_review_queue=resolve_ambiguous_official_isin_candidates;apply_eligibility=blocked_until_unique_official_isin_candidate_resolved;verification_evidence_required=single_official_active_listing_with_valid_isin_and_name_gate
532800.BO,532800,BSE_IN,TV18 Broadcast,current_exchange_gap,,,,,,,reject,no_name_gated_official_isin_match,keep_absent_until_official_name_gated_match,P2,keep_absent_until_official_name_gated_identifier_evidence_exists,keep_absent_until_name_gated_official_isin_match,official_active_masterfile_or_registry_row_matching_financialdata_name_and_listing,"Official active masterfile, registry, or issuer source matching FinancialData name and listing identity.",Keep absent until an official active source satisfies exact name/listing identity and ISIN gates.,financialdata_exchange=BSE_IN;financialdata_ticker=532800;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=none;official_ticker=none;official_source_key=none;official_reference_scope=none;official_isin_present=false;official_name_present=false,decision=reject;reason=no_name_gated_official_isin_match;financialdata_review_queue=keep_absent_until_official_name_gated_match;apply_eligibility=keep_absent_until_name_gated_official_isin_match;verification_evidence_required=official_active_masterfile_or_registry_row_matching_financialdata_name_and_listing
532834.BO,532834,BSE_IN,Camlin Fine Sciences Ltd.,current_exchange_gap,ALIVUS,BSE_IN,Alivus Life Sciences Ltd,INE03Q201024,bse_india_scrips,exchange_directory,reject,ambiguous_official_isin_candidates,resolve_ambiguous_official_isin_candidates,P2,resolve_to_single_official_active_isin_candidate_before_apply,blocked_until_unique_official_isin_candidate_resolved,single_official_active_listing_with_valid_isin_and_name_gate,Single official active listing or registry row resolving the ambiguous candidates with exact name and ISIN.,Do not write supplement until exactly one official valid-ISIN candidate remains after name/listing review.,financialdata_exchange=BSE_IN;financialdata_ticker=532834;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=BSE_IN;official_ticker=ALIVUS;official_source_key=bse_india_scrips;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=reject;reason=ambiguous_official_isin_candidates;financialdata_review_queue=resolve_ambiguous_official_isin_candidates;apply_eligibility=blocked_until_unique_official_isin_candidate_resolved;verification_evidence_required=single_official_active_listing_with_valid_isin_and_name_gate
532848.BO,532848,BSE_IN,Delta Corp Limited,current_exchange_gap,DELTA,BSE_IN,Delta Industrial Resources Ltd,INE681Q01015,bse_india_scrips,exchange_directory,reject,ambiguous_official_isin_candidates,resolve_ambiguous_official_isin_candidates,P2,resolve_to_single_official_active_isin_candidate_before_apply,blocked_until_unique_official_isin_candidate_resolved,single_official_active_listing_with_valid_isin_and_name_gate,Single official active listing or registry row resolving the ambiguous candidates with exact name and ISIN.,Do not write supplement until exactly one official valid-ISIN candidate remains after name/listing review.,financialdata_exchange=BSE_IN;financialdata_ticker=532848;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=BSE_IN;official_ticker=DELTA;official_source_key=bse_india_scrips;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=reject;reason=ambiguous_official_isin_candidates;financialdata_review_queue=resolve_ambiguous_official_isin_candidates;apply_eligibility=blocked_until_unique_official_isin_candidate_resolved;verification_evidence_required=single_official_active_listing_with_valid_isin_and_name_gate
532892.BO,532892,BSE_IN,Motilal Oswal Financial Services Limited,current_exchange_gap,21STCENMGM,BSE_IN,Twentyfirst Century Management Services Ltd,INE253B01015,bse_india_scrips,exchange_directory,reject,ambiguous_official_isin_candidates,resolve_ambiguous_official_isin_candidates,P2,resolve_to_single_official_active_isin_candidate_before_apply,blocked_until_unique_official_isin_candidate_resolved,single_official_active_listing_with_valid_isin_and_name_gate,Single official active listing or registry row resolving the ambiguous candidates with exact name and ISIN.,Do not write supplement until exactly one official valid-ISIN candidate remains after name/listing review.,financialdata_exchange=BSE_IN;financialdata_ticker=532892;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=BSE_IN;official_ticker=21STCENMGM;official_source_key=bse_india_scrips;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=reject;reason=ambiguous_official_isin_candidates;financialdata_review_queue=resolve_ambiguous_official_isin_candidates;apply_eligibility=blocked_until_unique_official_isin_candidate_resolved;verification_evidence_required=single_official_active_listing_with_valid_isin_and_name_gate
