campaign,listing_key,ticker,exchange,asset_type,name,target_field,current_value,official_values,canonical_value,evidence_source,confidence_reason,decision,review_priority,verification_evidence_required,recommended_next_source,source_gate
C1_sector_etf_category_truth,TSE::4375,4375,TSE,Stock,Safie Inc,stock_sector,Information Technology,Communication Services,Communication Services,JPX:jpx_listed_issues|JPX:jpx_tse_stock_detail,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,TSE::4376,4376,TSE,Stock,Kufu Company Holdings Inc.,stock_sector,Information Technology,Communication Services,Communication Services,JPX:jpx_listed_issues|JPX:jpx_tse_stock_detail,official_active_masterfile_sector_with_conservative_canonical_mapping,metadata_override_present_pending_rebuild,P3,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Rebuild and validation gates must prove the override landed without typed leakage.
C1_sector_etf_category_truth,TSE::4377,4377,TSE,Stock,ONE CAREER Inc.,stock_sector,Industrials,Communication Services,Communication Services,JPX:jpx_listed_issues|JPX:jpx_tse_stock_detail,official_active_masterfile_sector_with_conservative_canonical_mapping,metadata_override_present_pending_rebuild,P3,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Rebuild and validation gates must prove the override landed without typed leakage.
C1_sector_etf_category_truth,TSE::4378,4378,TSE,Stock,CINC Corp.,stock_sector,Information Technology,Communication Services,Communication Services,JPX:jpx_listed_issues|JPX:jpx_tse_stock_detail,official_active_masterfile_sector_with_conservative_canonical_mapping,metadata_override_present_pending_rebuild,P3,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Rebuild and validation gates must prove the override landed without typed leakage.
C1_sector_etf_category_truth,TSE::4379,4379,TSE,Stock,Photosynth inc.,stock_sector,Information Technology,Communication Services,Communication Services,JPX:jpx_listed_issues|JPX:jpx_tse_stock_detail,official_active_masterfile_sector_with_conservative_canonical_mapping,metadata_override_present_pending_rebuild,P3,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Rebuild and validation gates must prove the override landed without typed leakage.
C1_sector_etf_category_truth,TSE::4380,4380,TSE,Stock,M - mart Inc.,stock_sector,Information Technology,Communication Services,Communication Services,JPX:jpx_listed_issues|JPX:jpx_tse_stock_detail,official_active_masterfile_sector_with_conservative_canonical_mapping,metadata_override_present_pending_rebuild,P3,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Rebuild and validation gates must prove the override landed without typed leakage.
C1_sector_etf_category_truth,KRX::438080,438080,KRX,ETF,ACE S&P500 3070 Blend,etf_category,Equity,Fixed Income,Fixed Income,KRX:krx_etf_finder,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,TSE::4381,4381,TSE,Stock,"BPLATS,Inc.",stock_sector,Information Technology,Communication Services,Communication Services,JPX:jpx_listed_issues|JPX:jpx_tse_stock_detail,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KRX::438100,438100,KRX,ETF,ACE NASDAQ100 3070 Blend,etf_category,Equity,Fixed Income,Fixed Income,KRX:krx_etf_finder,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,TSE::4382,4382,TSE,Stock,"HEROZ,Inc.",stock_sector,Information Technology,Communication Services,Communication Services,JPX:jpx_listed_issues|JPX:jpx_tse_stock_detail,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,Bursa::4383,4383,Bursa,Stock,Jaya Tiasa Holdings Bhd,stock_sector,Consumer Discretionary,Consumer Staples,Consumer Staples,Bursa Malaysia:bursa_closing_prices,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,TSE::4385,4385,TSE,Stock,"Mercari,Inc.",stock_sector,Consumer Discretionary,Communication Services,Communication Services,JPX:jpx_listed_issues|JPX:jpx_tse_stock_detail,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KRX::438560,438560,KRX,ETF,SOL KTB 3Y,etf_category,Fixed Income,Equity,Equity,KRX:krx_etf_finder,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KRX::438570,438570,KRX,ETF,SOL KTB 10Y,etf_category,Fixed Income,Equity,Equity,KRX:krx_etf_finder,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,TSE::4386,4386,TSE,Stock,"SIG Group Co.,Ltd.",stock_sector,Information Technology,Communication Services,Communication Services,JPX:jpx_listed_issues|JPX:jpx_tse_stock_detail,official_active_masterfile_sector_with_conservative_canonical_mapping,metadata_override_present_pending_rebuild,P3,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Rebuild and validation gates must prove the override landed without typed leakage.
C1_sector_etf_category_truth,TSE::4387,4387,TSE,Stock,"ZUU Co.,Ltd.",stock_sector,Financials,Communication Services,Communication Services,JPX:jpx_listed_issues|JPX:jpx_tse_stock_detail,official_active_masterfile_sector_with_conservative_canonical_mapping,metadata_override_present_pending_rebuild,P3,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Rebuild and validation gates must prove the override landed without typed leakage.
C1_sector_etf_category_truth,TSE::4388,4388,TSE,Stock,"AI,Inc.",stock_sector,Information Technology,Communication Services,Communication Services,JPX:jpx_listed_issues|JPX:jpx_tse_stock_detail,official_active_masterfile_sector_with_conservative_canonical_mapping,metadata_override_present_pending_rebuild,P3,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Rebuild and validation gates must prove the override landed without typed leakage.
C1_sector_etf_category_truth,TSE::4389,4389,TSE,Stock,"Property Data Bank,Inc.",stock_sector,Information Technology,Communication Services,Communication Services,JPX:jpx_listed_issues|JPX:jpx_tse_stock_detail,official_active_masterfile_sector_with_conservative_canonical_mapping,metadata_override_present_pending_rebuild,P3,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Rebuild and validation gates must prove the override landed without typed leakage.
C1_sector_etf_category_truth,TSE::438A,438A,TSE,Stock,"Infcurion,Inc.",stock_sector,Information Technology,Communication Services,Communication Services,JPX:jpx_listed_issues|JPX:jpx_tse_stock_detail,official_active_masterfile_sector_with_conservative_canonical_mapping,metadata_override_present_pending_rebuild,P3,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Rebuild and validation gates must prove the override landed without typed leakage.
C1_sector_etf_category_truth,TSE::4390,4390,TSE,Stock,"IPS,Inc.",stock_sector,Information Technology,Communication Services,Communication Services,JPX:jpx_listed_issues|JPX:jpx_tse_stock_detail,official_active_masterfile_sector_with_conservative_canonical_mapping,metadata_override_present_pending_rebuild,P3,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Rebuild and validation gates must prove the override landed without typed leakage.
C1_sector_etf_category_truth,KOSDAQ::439090,439090,KOSDAQ,Stock,Manyo Factory Co. Ltd.,stock_sector,Consumer Staples,Materials,Materials,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,TSE::4391,4391,TSE,Stock,"Logizard Co.,Ltd.",stock_sector,Information Technology,Communication Services,Communication Services,JPX:jpx_listed_issues|JPX:jpx_tse_stock_detail,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,TSE::4392,4392,TSE,Stock,"Future Innovation Group,Inc.",stock_sector,Information Technology,Communication Services,Communication Services,JPX:jpx_listed_issues|JPX:jpx_tse_stock_detail,official_active_masterfile_sector_with_conservative_canonical_mapping,metadata_override_present_pending_rebuild,P3,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Rebuild and validation gates must prove the override landed without typed leakage.
C1_sector_etf_category_truth,TSE::4394,4394,TSE,Stock,"eXmotion Co.,Ltd.",stock_sector,Information Technology,Communication Services,Communication Services,JPX:jpx_listed_issues|JPX:jpx_tse_stock_detail,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KOSDAQ::439580,439580,KOSDAQ,Stock,BLUEMTEC,stock_sector,Health Care,Consumer Discretionary,Consumer Discretionary,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,TSE::4396,4396,TSE,Stock,System Support Holdings Inc.,stock_sector,Information Technology,Communication Services,Communication Services,JPX:jpx_listed_issues|JPX:jpx_tse_stock_detail,official_active_masterfile_sector_with_conservative_canonical_mapping,metadata_override_present_pending_rebuild,P3,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Rebuild and validation gates must prove the override landed without typed leakage.
C1_sector_etf_category_truth,TSE::4397,4397,TSE,Stock,TeamSpirit Inc.,stock_sector,Information Technology,Communication Services,Communication Services,JPX:jpx_listed_issues|JPX:jpx_tse_stock_detail,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,TSE::4398,4398,TSE,Stock,"BroadBand Security,Inc.",stock_sector,Information Technology,Communication Services,Communication Services,JPX:jpx_listed_issues|JPX:jpx_tse_stock_detail,official_active_masterfile_sector_with_conservative_canonical_mapping,metadata_override_present_pending_rebuild,P3,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Rebuild and validation gates must prove the override landed without typed leakage.
C1_sector_etf_category_truth,KRX::439870,439870,KRX,ETF,KODEX 30-Years Treasury Bond Active,etf_category,Fixed Income,Equity,Equity,KRX:krx_etf_finder,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KOSDAQ::440320,440320,KOSDAQ,Stock,"Openknowl Co.,Ltd.",stock_sector,Consumer Discretionary,Information Technology,Information Technology,KRX:krx_listed_companies,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KRX::440640,440640,KRX,ETF,ACE Short term Bond Alpha Active,etf_category,Other,Fixed Income,Fixed Income,KRX:krx_etf_finder,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KRX::440650,440650,KRX,ETF,ACE US Short Term Bond Active,etf_category,Other,Fixed Income,Fixed Income,KRX:krx_etf_finder,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,TSE::4412,4412,TSE,Stock,"Science Arts,Inc.",stock_sector,Information Technology,Communication Services,Communication Services,JPX:jpx_listed_issues|JPX:jpx_tse_stock_detail,official_active_masterfile_sector_with_conservative_canonical_mapping,metadata_override_present_pending_rebuild,P3,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Rebuild and validation gates must prove the override landed without typed leakage.
C1_sector_etf_category_truth,TSE::4413,4413,TSE,Stock,Baudroie Inc,stock_sector,Information Technology,Communication Services,Communication Services,JPX:jpx_listed_issues|JPX:jpx_tse_stock_detail,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,TSE::4414,4414,TSE,Stock,Flect Co Ltd,stock_sector,Information Technology,Communication Services,Communication Services,JPX:jpx_listed_issues|JPX:jpx_tse_stock_detail,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,TPEX::4416,4416,TPEX,Stock,Shanyuan Co Ltd,stock_sector,Real Estate,Industrials,Industrials,MOPS:tpex_mainboard_basic_info,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,TSE::4416,4416,TSE,Stock,True Data Inc,stock_sector,Information Technology,Communication Services,Communication Services,JPX:jpx_listed_issues|JPX:jpx_tse_stock_detail,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,KRX::441640,441640,KRX,ETF,KODEX US Dividend Premium Active,etf_category,Equity,Alternative,Alternative,KRX:krx_etf_finder,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,TSE::4417,4417,TSE,Stock,Global Security Experts Inc,stock_sector,Information Technology,Communication Services,Communication Services,JPX:jpx_listed_issues|JPX:jpx_tse_stock_detail,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,TSE::4418,4418,TSE,Stock,Japan Data Science Consortium Co.Ltd.,stock_sector,Information Technology,Communication Services,Communication Services,JPX:jpx_listed_issues|JPX:jpx_tse_stock_detail,official_active_masterfile_sector_with_conservative_canonical_mapping,metadata_override_present_pending_rebuild,P3,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Rebuild and validation gates must prove the override landed without typed leakage.
C1_sector_etf_category_truth,TSE::4419,4419,TSE,Stock,Finatext Holdings Ltd,stock_sector,Information Technology,Communication Services,Communication Services,JPX:jpx_listed_issues|JPX:jpx_tse_stock_detail,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,TSE::441A,441A,TSE,Stock,NE Inc.,stock_sector,Information Technology,Communication Services,Communication Services,JPX:jpx_listed_issues|JPX:jpx_tse_stock_detail,official_active_masterfile_sector_with_conservative_canonical_mapping,metadata_override_present_pending_rebuild,P3,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Rebuild and validation gates must prove the override landed without typed leakage.
C1_sector_etf_category_truth,TSE::4420,4420,TSE,Stock,Esol Co Ltd,stock_sector,Information Technology,Communication Services,Communication Services,JPX:jpx_listed_issues|JPX:jpx_tse_stock_detail,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,TSE::4421,4421,TSE,Stock,"D.I.System Co.,Ltd.",stock_sector,Information Technology,Communication Services,Communication Services,JPX:jpx_listed_issues|JPX:jpx_tse_stock_detail,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,TSE::4422,4422,TSE,Stock,VALUENEX Japan Inc.,stock_sector,Information Technology,Communication Services,Communication Services,JPX:jpx_listed_issues|JPX:jpx_tse_stock_detail,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,TSE::4425,4425,TSE,Stock,Kudan Inc.,stock_sector,Information Technology,Communication Services,Communication Services,JPX:jpx_listed_issues|JPX:jpx_tse_stock_detail,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,TSE::4427,4427,TSE,Stock,"EduLab,Inc.",stock_sector,Information Technology,Communication Services,Communication Services,JPX:jpx_listed_issues|JPX:jpx_tse_stock_detail,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,TSE::4428,4428,TSE,Stock,sinops Inc.,stock_sector,Information Technology,Communication Services,Communication Services,JPX:jpx_listed_issues|JPX:jpx_tse_stock_detail,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,TSE::4429,4429,TSE,Stock,"Ricksoft Co.,Ltd.",stock_sector,Information Technology,Communication Services,Communication Services,JPX:jpx_listed_issues|JPX:jpx_tse_stock_detail,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,TSE::4430,4430,TSE,Stock,Tokai Soft Co Ltd,stock_sector,Information Technology,Communication Services,Communication Services,JPX:jpx_listed_issues|JPX:jpx_tse_stock_detail,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,TSE::4431,4431,TSE,Stock,Smaregi Inc,stock_sector,Information Technology,Communication Services,Communication Services,JPX:jpx_listed_issues|JPX:jpx_tse_stock_detail,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,TSE::4432,4432,TSE,Stock,WINGARC1ST Inc,stock_sector,Information Technology,Communication Services,Communication Services,JPX:jpx_listed_issues|JPX:jpx_tse_stock_detail,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,TSE::4434,4434,TSE,Stock,"Serverworks Co.,Ltd.",stock_sector,Information Technology,Communication Services,Communication Services,JPX:jpx_listed_issues|JPX:jpx_tse_stock_detail,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,TSE::4437,4437,TSE,Stock,"gooddays holdings,Inc.",stock_sector,Real Estate,Communication Services,Communication Services,JPX:jpx_listed_issues|JPX:jpx_tse_stock_detail,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,TSE::4438,4438,TSE,Stock,Welby Inc,stock_sector,Health Care,Communication Services,Communication Services,JPX:jpx_listed_issues|JPX:jpx_tse_stock_detail,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,TSE::4440,4440,TSE,Stock,Witz Corp,stock_sector,Information Technology,Communication Services,Communication Services,JPX:jpx_listed_issues|JPX:jpx_tse_stock_detail,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,TSE::4441,4441,TSE,Stock,Tobila Systems Inc,stock_sector,Information Technology,Communication Services,Communication Services,JPX:jpx_listed_issues|JPX:jpx_tse_stock_detail,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,TSE::4442,4442,TSE,Stock,Valtes Holdings Co Ltd,stock_sector,Information Technology,Communication Services,Communication Services,JPX:jpx_listed_issues|JPX:jpx_tse_stock_detail,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,TSE::4443,4443,TSE,Stock,"Sansan,Inc.",stock_sector,Information Technology,Communication Services,Communication Services,JPX:jpx_listed_issues|JPX:jpx_tse_stock_detail,official_active_masterfile_sector_with_conservative_canonical_mapping,manual_review_official_value_conflicts_with_current,P2,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Apply only after exact listing-key official taxonomy evidence and canonical mapping review.
C1_sector_etf_category_truth,TSE::4444,4444,TSE,Stock,infoNet inc.,stock_sector,Information Technology,Communication Services,Communication Services,JPX:jpx_listed_issues|JPX:jpx_tse_stock_detail,official_active_masterfile_sector_with_conservative_canonical_mapping,metadata_override_present_pending_rebuild,P3,official_taxonomy_value_exact_listing_key_and_canonical_mapping,"Official venue, registry, issuer, or exchange taxonomy for the exact listing.",Rebuild and validation gates must prove the override landed without typed leakage.
