listing_key,ticker,exchange,asset_type,name,gap_class,source_of_truth_outcome,core_action,fill_action,review_needed,recommended_next_source,source_gate,official_source_context,official_capability,official_masterfile_match,official_masterfile_sources,official_masterfile_sector_values,official_masterfile_exposes_sector,weak_sector_resolution_queue,residual_decision,review_bucket,review_priority,apply_eligibility,verification_evidence_required,review_strategy,recommended_next_action
CSE_LK::CWL.N0000,CWL.N0000,CSE_LK,Stock,CHRISSWORLD PLC,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: cse_lk_all_security_code|cse_lk_company_info_summary.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=cse_lk_all_security_code|cse_lk_company_info_summary;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,cse_lk_all_security_code|cse_lk_company_info_summary,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_LK::CWM.N0000,CWM.N0000,CSE_LK,Stock,C. W. MACKIE PLC,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: cse_lk_all_security_code|cse_lk_company_info_summary.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=cse_lk_all_security_code|cse_lk_company_info_summary;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,cse_lk_all_security_code|cse_lk_company_info_summary,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_LK::DOCK.N0000,DOCK.N0000,CSE_LK,Stock,COLOMBO DOCKYARD PLC,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: cse_lk_all_security_code|cse_lk_company_info_summary.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=cse_lk_all_security_code|cse_lk_company_info_summary;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,cse_lk_all_security_code|cse_lk_company_info_summary,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_LK::DPL.N0000,DPL.N0000,CSE_LK,Stock,DANKOTUWA PORCELAIN PLC,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: cse_lk_all_security_code|cse_lk_company_info_summary.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=cse_lk_all_security_code|cse_lk_company_info_summary;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,cse_lk_all_security_code|cse_lk_company_info_summary,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_LK::EDEN.N0000,EDEN.N0000,CSE_LK,Stock,EDEN HOTEL LANKA PLC,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: cse_lk_all_security_code|cse_lk_company_info_summary.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=cse_lk_all_security_code|cse_lk_company_info_summary;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,cse_lk_all_security_code|cse_lk_company_info_summary,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_LK::ELPL.N0000,ELPL.N0000,CSE_LK,Stock,ELPITIYA PLANTATIONS PLC,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: cse_lk_all_security_code|cse_lk_company_info_summary.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=cse_lk_all_security_code|cse_lk_company_info_summary;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,cse_lk_all_security_code|cse_lk_company_info_summary,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_LK::EMER.N0000,EMER.N0000,CSE_LK,Stock,EASTERN MERCHANTS PLC,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: cse_lk_all_security_code|cse_lk_company_info_summary.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=cse_lk_all_security_code|cse_lk_company_info_summary;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,cse_lk_all_security_code|cse_lk_company_info_summary,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_LK::EML.N0000,EML.N0000,CSE_LK,Stock,E M L CONSULTANTS PLC,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: cse_lk_all_security_code|cse_lk_company_info_summary.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=cse_lk_all_security_code|cse_lk_company_info_summary;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,cse_lk_all_security_code|cse_lk_company_info_summary,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_LK::ETWO.N0000,ETWO.N0000,CSE_LK,Stock,EQUITY TWO PLC,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: cse_lk_all_security_code|cse_lk_company_info_summary.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=cse_lk_all_security_code|cse_lk_company_info_summary;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,cse_lk_all_security_code|cse_lk_company_info_summary,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_LK::EXT.N0000,EXT.N0000,CSE_LK,Stock,EXTERMINATORS PLC,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: cse_lk_all_security_code|cse_lk_company_info_summary.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=cse_lk_all_security_code|cse_lk_company_info_summary;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,cse_lk_all_security_code|cse_lk_company_info_summary,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_LK::FCT.N0000,FCT.N0000,CSE_LK,Stock,First Capital Treasuries PLC,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: cse_lk_all_security_code|cse_lk_company_info_summary.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=cse_lk_all_security_code|cse_lk_company_info_summary;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,cse_lk_all_security_code|cse_lk_company_info_summary,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_LK::GEST.N0000,GEST.N0000,CSE_LK,Stock,GESTETNER OF CEYLON PLC,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: cse_lk_all_security_code|cse_lk_company_info_summary.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=cse_lk_all_security_code|cse_lk_company_info_summary;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,cse_lk_all_security_code|cse_lk_company_info_summary,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_LK::GHLL.N0000,GHLL.N0000,CSE_LK,Stock,GALADARI HOTELS (LANKA) PLC,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: cse_lk_all_security_code|cse_lk_company_info_summary.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=cse_lk_all_security_code|cse_lk_company_info_summary;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,cse_lk_all_security_code|cse_lk_company_info_summary,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_LK::GLAS.N0000,GLAS.N0000,CSE_LK,Stock,PGP GLASS CEYLON PLC,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: cse_lk_all_security_code|cse_lk_company_info_summary.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=cse_lk_all_security_code|cse_lk_company_info_summary;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,cse_lk_all_security_code|cse_lk_company_info_summary,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_LK::HAPU.N0000,HAPU.N0000,CSE_LK,Stock,HAPUGASTENNE PLANTATIONS PLC,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: cse_lk_all_security_code|cse_lk_company_info_summary.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=cse_lk_all_security_code|cse_lk_company_info_summary;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,cse_lk_all_security_code|cse_lk_company_info_summary,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_LK::HARI.N0000,HARI.N0000,CSE_LK,Stock,HARISCHANDRA MILLS PLC,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: cse_lk_all_security_code|cse_lk_company_info_summary.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=cse_lk_all_security_code|cse_lk_company_info_summary;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,cse_lk_all_security_code|cse_lk_company_info_summary,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_LK::HASU.N0000,HASU.N0000,CSE_LK,Stock,HNB LIFE PLC,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: cse_lk_all_security_code|cse_lk_company_info_summary.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=cse_lk_all_security_code|cse_lk_company_info_summary;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,cse_lk_all_security_code|cse_lk_company_info_summary,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_LK::HAYC.N0000,HAYC.N0000,CSE_LK,Stock,HAYCARB PLC,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: cse_lk_all_security_code|cse_lk_company_info_summary.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=cse_lk_all_security_code|cse_lk_company_info_summary;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,cse_lk_all_security_code|cse_lk_company_info_summary,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_LK::HAYL.N0000,HAYL.N0000,CSE_LK,Stock,HAYLEYS PLC,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: cse_lk_all_security_code|cse_lk_company_info_summary.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=cse_lk_all_security_code|cse_lk_company_info_summary;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,cse_lk_all_security_code|cse_lk_company_info_summary,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_LK::HAYL.R0000,HAYL.R0000,CSE_LK,Stock,HAYLEYS PLC,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: cse_lk_all_security_code|cse_lk_company_info_summary.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=cse_lk_all_security_code|cse_lk_company_info_summary;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,cse_lk_all_security_code|cse_lk_company_info_summary,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_LK::HBS.N0000,HBS.N0000,CSE_LK,Stock,hSenid Business Solutions PLC,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: cse_lk_all_security_code|cse_lk_company_info_summary.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=cse_lk_all_security_code|cse_lk_company_info_summary;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,cse_lk_all_security_code|cse_lk_company_info_summary,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_LK::HDFC.N0000,HDFC.N0000,CSE_LK,Stock,HOUSING DEVELOPMENT FINANCE CORPORATION BANK OF SL,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: cse_lk_all_security_code|cse_lk_company_info_summary.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=cse_lk_all_security_code|cse_lk_company_info_summary;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,cse_lk_all_security_code|cse_lk_company_info_summary,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_LK::HELA.N0000,HELA.N0000,CSE_LK,Stock,HELA APPAREL HOLDINGS PLC,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: cse_lk_all_security_code|cse_lk_company_info_summary.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=cse_lk_all_security_code|cse_lk_company_info_summary;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,cse_lk_all_security_code|cse_lk_company_info_summary,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_LK::HHL.N0000,HHL.N0000,CSE_LK,Stock,HEMAS HOLDINGS PLC,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: cse_lk_all_security_code|cse_lk_company_info_summary.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=cse_lk_all_security_code|cse_lk_company_info_summary;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,cse_lk_all_security_code|cse_lk_company_info_summary,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_LK::HUNA.N0000,HUNA.N0000,CSE_LK,Stock,HUNAS HOLDINGS PLC,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: cse_lk_all_security_code|cse_lk_company_info_summary.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=cse_lk_all_security_code|cse_lk_company_info_summary;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,cse_lk_all_security_code|cse_lk_company_info_summary,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_LK::HUNT.N0000,HUNT.N0000,CSE_LK,Stock,HUNTER & COMPANY PLC,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: cse_lk_all_security_code|cse_lk_company_info_summary.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=cse_lk_all_security_code|cse_lk_company_info_summary;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,cse_lk_all_security_code|cse_lk_company_info_summary,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_LK::INME.N0000,INME.N0000,CSE_LK,Stock,INSUREME INSURANCE BROKERS PLC,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: cse_lk_all_security_code|cse_lk_company_info_summary.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=cse_lk_all_security_code|cse_lk_company_info_summary;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,cse_lk_all_security_code|cse_lk_company_info_summary,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_LK::JAT.N0000,JAT.N0000,CSE_LK,Stock,JAT HOLDINGS PLC,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: cse_lk_all_security_code|cse_lk_company_info_summary.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=cse_lk_all_security_code|cse_lk_company_info_summary;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,cse_lk_all_security_code|cse_lk_company_info_summary,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
