listing_key,ticker,exchange,asset_type,name,instrument_scope,scope_reason,quality_status,issue_types,source_gap_field,source_gap_class,source_of_truth_outcome,scope_decision,otc_review_decision_status,metadata_enrichment_gate,deepseek_decision_candidate,deepseek_confidence,deepseek_evidence_needed,deepseek_rationale,deepseek_do_not_apply_reason,review_queue,review_gate,recommended_next_action
OTC::CLZNY,CLZNY,OTC,Stock,,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,"Official issuer name, ISIN, or exchange listing verification.",The OTC listing lacks official metadata to confirm issuer identity and scope eligibility.,Missing official verification; do not apply scope changes without confirmation.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CMAKY,CMAKY,OTC,Stock,China Minsh,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.3,Official verification of issuer name 'China Minsh' and ISIN.,Partial name provided but lacks official source confirmation; issuer identity remains unverified.,Insufficient official evidence to confirm scope or apply changes.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CMAUF,CMAUF,OTC,Stock,Chibougamau Independent Mines Inc,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.3,"Official exchange listing confirmation, valid ISIN, and issuer name from a trusted primary source.",Name present but no official ISIN or verification of OTC listing status.,Cannot confirm scope without official source cross-reference.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CMBNF,CMBNF,OTC,Stock,,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,"Issuer name, ISIN, and official OTC listing verification.",Name missing; unable to validate existence of this instrument.,Insufficient evidence to confirm scope.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CMCLF,CMCLF,OTC,Stock,,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,"Issuer name, ISIN, and official OTC listing verification.",Name missing; unable to validate existence of this instrument.,Insufficient evidence to confirm scope.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CMCLY,CMCLY,OTC,Stock,CMOC Group Limited,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.3,"Official exchange listing confirmation, valid ISIN, and issuer name from a trusted primary source.",Name present but no official ISIN or verification of OTC listing status.,Cannot confirm scope without official source cross-reference.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CMDXF,CMDXF,OTC,Stock,Computer Modelling Group Ltd,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.3,"Official exchange listing confirmation, valid ISIN, and issuer name from a trusted primary source.",Name present but no official ISIN or verification of OTC listing status.,Cannot confirm scope without official source cross-reference.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CMEIF,CMEIF,OTC,Stock,,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,"Issuer name, ISIN, and official OTC listing verification.",Name missing; unable to validate existence of this instrument.,Insufficient evidence to confirm scope.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CMFO,CMFO,OTC,Stock,China Marine Food Gr,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.3,"Official exchange listing confirmation, valid ISIN, and full issuer name from a trusted primary source.",Name partially present but no official ISIN or verification of OTC listing status.,Cannot confirm scope without official source cross-reference.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CMGHF,CMGHF,OTC,Stock,Chaoda Modern Agriculture Holdings Ltd,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.3,"Official exchange listing confirmation, valid ISIN, and issuer name from a trusted primary source.",Name present but no official ISIN or verification of OTC listing status.,Cannot confirm scope without official source cross-reference.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CMGMF,CMGMF,OTC,Stock,,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,"Issuer name, ISIN, and official OTC listing verification.",Name missing; unable to validate existence of this instrument.,Insufficient evidence to confirm scope.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CMHF,CMHF,OTC,Stock,Community Heritage Financial Inc,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.3,"Official exchange listing confirmation, valid ISIN, and issuer name from a trusted primary source.",Name present but no official ISIN or verification of OTC listing status.,Cannot confirm scope without official source cross-reference.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CMHHF,CMHHF,OTC,Stock,,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,"Official source confirming OTC listing, issuer name, and ISIN",Clean extended OTC listing but missing issuer name; no official evidence to verify legitimacy.,Lack of official evidence; cannot confirm OTC listing belongs to a valid entity.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CMHSF,CMHSF,OTC,Stock,Comprehensive Healthcare Systems Inc,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,"Official source confirming OTC listing, ISIN, and issuer details for Comprehensive Healthcare Systems Inc","Clean extended OTC listing with issuer name but no official source, such as ISIN or exchange confirmation.",Insufficient official evidence; cannot verify OTC listing authenticity.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CMILF,CMILF,OTC,Stock,Capella Minerals Limited,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,"Official source confirming OTC listing, ISIN, and issuer details for Capella Minerals Limited",Clean extended OTC listing with issuer name but no official source verification.,Lack of official evidence; cannot confirm the OTC listing is valid.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CMOPF,CMOPF,OTC,Stock,,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,"Official source confirming OTC listing, issuer name, and ISIN",Clean extended OTC listing but missing issuer name; no official evidence to verify.,Official evidence missing; cannot validate the listing.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CMPD,CMPD,OTC,Stock,CompuMed Inc,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,"Official source confirming OTC listing, ISIN, and issuer details for CompuMed Inc","Clean extended OTC listing with issuer name but no official source (e.g., ISIN) provided.",Insufficient official evidence; cannot confirm listing.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CMPGF,CMPGF,OTC,Stock,Compass Group PLC,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,"Official source confirming OTC listing, ISIN, and issuer details for Compass Group PLC",Clean extended OTC listing with issuer name but lacks official verification like ISIN or exchange source.,Lack of official evidence; cannot verify the OTC listing.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CMPRF,CMPRF,OTC,Stock,,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,"Official source confirming OTC listing, issuer name, and ISIN",Clean extended OTC listing but missing issuer name; no official evidence to confirm existence.,Official evidence missing; cannot validate.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CMRB,CMRB,OTC,Stock,First Commerce Bank,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,"Official source confirming OTC listing, ISIN, and issuer details for First Commerce Bank","Clean extended OTC listing with issuer name but no official source (e.g., ISIN) to verify.",Insufficient official evidence; cannot confirm listing authenticity.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CMRF,CMRF,OTC,Stock,CIM Real Estate Finance Trust Inc.,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,"Official source confirming OTC listing, ISIN, and issuer details for CIM Real Estate Finance Trust Inc.",Clean extended OTC listing with issuer name but lacks official evidence like ISIN or exchange confirmation.,Lack of official evidence; cannot verify the OTC listing.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CMSQF,CMSQF,OTC,Stock,Computershare Limited,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,"Official source confirming OTC listing, ISIN, and issuer details for Computershare Limited",Clean extended OTC listing with issuer name but no official source verification provided.,Insufficient official evidence; cannot confirm listing.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CMTDF,CMTDF,OTC,Stock,Sumitomo Mitsui Trust Holdings Inc,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.1,Official verification of OTC listing from exchange or regulatory filing; name provided but unconfirmed.,Row has name but no ISIN or official source confirmation; scope decision cannot be validated without external evidence.,Insufficient official evidence to confirm OTC scope.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CMTHF,CMTHF,OTC,Stock,,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.1,Official name and listing confirmation from exchange or regulatory filing.,Name is missing; no metadata to verify OTC listing legitimacy.,Lacks official evidence; cannot confirm OTC listing validity.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CMTNF,CMTNF,OTC,Stock,Cullinan Metals Corp.,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.1,Official verification of entity name and OTC listing from exchange or regulatory filing.,Name provided but unverified; no ISIN or further details to confirm scope.,Insufficient official evidence to confirm OTC scope.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CMTUF,CMTUF,OTC,Stock,,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.1,Official name and listing confirmation from exchange or regulatory filing.,Name missing; cannot establish issuer or listing validity.,Lacks official evidence; cannot confirm OTC listing validity.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CMVLF,CMVLF,OTC,Stock,,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.1,Official name and listing confirmation from exchange or regulatory filing.,Name missing; no data to verify OTC listing.,Lacks official evidence; cannot confirm OTC listing validity.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CMWAY,CMWAY,OTC,Stock,,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.1,Official name and listing confirmation from exchange or regulatory filing.,Name missing; insufficient information to confirm OTC scope.,Lacks official evidence; cannot confirm OTC listing validity.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CMXHF,CMXHF,OTC,Stock,CSL Limited,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.1,Official verification of entity name (CSL Limited) and OTC listing from exchange or regulatory filing.,Name provided but lacks ISIN or other official identifiers; scope not independently confirmed.,Insufficient official evidence to confirm OTC scope.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CNADF,CNADF,OTC,Stock,,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.1,Official name and listing confirmation from exchange or regulatory filing.,Name missing; no evidence to support OTC scope decision.,Lacks official evidence; cannot confirm OTC listing validity.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CNAF,CNAF,OTC,Stock,Commercial National Financial Corp,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.1,Official verification of Commercial National Financial Corp and OTC listing from exchange or filing.,Name given but no ISIN or official source; scope cannot be validated.,Insufficient official evidence to confirm OTC scope.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CNBB,CNBB,OTC,Stock,Cnb Community Bancorp Inc,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.1,Official verification of Cnb Community Bancorp Inc and OTC listing from exchange or filing.,Name provided but lacks official confirmation; insufficient to sustain scope decision.,Insufficient official evidence to confirm OTC scope.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CNBP,CNBP,OTC,Stock,Cornerstone Bancorp Inc,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,"Official exchange listing verification or regulatory filing (SEC, OTC Markets) to confirm issuer, ticker, and active trading status.","OTC ticker without external validation; extended scope retains it, but lack of official evidence requires verification before final decision.",No official evidence; cannot apply scope change without verification.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CNBX,CNBX,OTC,Stock,Cannabics Pharmaceuticals Inc,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,"Official exchange listing verification or regulatory filing (SEC, OTC Markets) to confirm issuer, ticker, and active trading status.","OTC ticker without external validation; extended scope retains it, but lack of official evidence requires verification before final decision.",No official evidence; cannot apply scope change without verification.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CNBZ,CNBZ,OTC,Stock,CNB Corporation,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,"Official exchange listing verification or regulatory filing (SEC, OTC Markets) to confirm issuer, ticker, and active trading status.","OTC ticker without external validation; extended scope retains it, but lack of official evidence requires verification before final decision.",No official evidence; cannot apply scope change without verification.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CNDA,CNDA,OTC,Stock,Concord Acquisition Corp II,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,"Official exchange listing verification or regulatory filing (SEC, OTC Markets) to confirm issuer, ticker, and active trading status.","OTC ticker without external validation; extended scope retains it, but lack of official evidence requires verification before final decision.",No official evidence; cannot apply scope change without verification.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CNDAU,CNDAU,OTC,Stock,Concord Acquisition Corp II,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,"Official exchange listing verification or regulatory filing (SEC, OTC Markets) to confirm issuer, ticker, and active trading status.","OTC ticker without external validation; extended scope retains it, but lack of official evidence requires verification before final decision.",No official evidence; cannot apply scope change without verification.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CNDAW,CNDAW,OTC,Stock,Concord Acquisition Corp,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,"Official exchange listing verification or regulatory filing (SEC, OTC Markets) to confirm issuer, ticker, and active trading status.","OTC ticker without external validation; extended scope retains it, but lack of official evidence requires verification before final decision.",No official evidence; cannot apply scope change without verification.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CNDCF,CNDCF,OTC,Stock,Canadian Banc Corp,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,"Official exchange listing verification or regulatory filing (SEC, OTC Markets) to confirm issuer, ticker, and active trading status.","OTC ticker without external validation; extended scope retains it, but lack of official evidence requires verification before final decision.",No official evidence; cannot apply scope change without verification.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CNDHF,CNDHF,OTC,Stock,Conduit Holdings Limited,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,"Official exchange listing verification or regulatory filing (SEC, OTC Markets) to confirm issuer, ticker, and active trading status.","OTC ticker without external validation; extended scope retains it, but lack of official evidence requires verification before final decision.",No official evidence; cannot apply scope change without verification.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CNER,CNER,OTC,Stock,China New Energy Group Co,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,"Official exchange listing verification or regulatory filing (SEC, OTC Markets) to confirm issuer, ticker, and active trading status.","OTC ticker without external validation; extended scope retains it, but lack of official evidence requires verification before final decision.",No official evidence; cannot apply scope change without verification.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CNFHF,CNFHF,OTC,Stock,CanaFarma Hemp Products Corp,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,"Official exchange listing verification or regulatory filing (SEC, OTC Markets) to confirm issuer, ticker, and active trading status.","OTC ticker without external validation; extended scope retains it, but lack of official evidence requires verification before final decision.",No official evidence; cannot apply scope change without verification.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CNFN,CNFN,OTC,Stock,,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.1,Official issuer name from a regulatory filing or exchange.,Row has empty name; no official source provided to verify OTC listing and issuer. Extended scope cannot be confirmed without authoritative evidence.,Insufficient official evidence to confirm scope or apply to database.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CNGA,CNGA,OTC,Stock,Conair Corporation,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,Official confirmation of OTC listing and issuer identity from exchange or regulatory source.,Row has issuer name but lacks external verification; no official source provided to confirm extended scope validity.,Insufficient official evidence to confirm scope or apply to database.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CNGFF,CNGFF,OTC,Stock,Change Financial Limited,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,Official confirmation of OTC listing and issuer identity from exchange or regulatory source.,Row has issuer name but lacks external verification; no official source provided to confirm extended scope validity.,Insufficient official evidence to confirm scope or apply to database.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CNGGF,CNGGF,OTC,Stock,,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.1,Official issuer name from a regulatory filing or exchange.,Row has empty name; no official source provided to verify OTC listing and issuer. Extended scope cannot be confirmed without authoritative evidence.,Insufficient official evidence to confirm scope or apply to database.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CNGKY,CNGKY,OTC,Stock,,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.1,Official issuer name from a regulatory filing or exchange.,Row has empty name; no official source provided to verify OTC listing and issuer. Extended scope cannot be confirmed without authoritative evidence.,Insufficient official evidence to confirm scope or apply to database.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CNHC,CNHC,OTC,Stock,China Health Management Corp,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,Official confirmation of OTC listing and issuer identity from exchange or regulatory source.,Row has issuer name but lacks external verification; no official source provided to confirm extended scope validity.,Insufficient official evidence to confirm scope or apply to database.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CNHHY,CNHHY,OTC,Stock,,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.1,Official issuer name from a regulatory filing or exchange.,Row has empty name; no official source provided to verify OTC listing and issuer. Extended scope cannot be confirmed without authoritative evidence.,Insufficient official evidence to confirm scope or apply to database.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CNICF,CNICF,OTC,Stock,,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.1,Official issuer name from a regulatory filing or exchange.,Row has empty name; no official source provided to verify OTC listing and issuer. Extended scope cannot be confirmed without authoritative evidence.,Insufficient official evidence to confirm scope or apply to database.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CNIKF,CNIKF,OTC,Stock,Canada Nickel Company Inc,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,Official confirmation of OTC listing and issuer identity from exchange or regulatory source.,Row has issuer name but lacks external verification; no official source provided to confirm extended scope validity.,Insufficient official evidence to confirm scope or apply to database.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
