isin,registered_country,isin_valid,cluster_count,listing_count,listing_keys,member_names,member_exchanges,member_tickers,shared_tickers,collision_signals,decision_candidate,review_queue,review_gate,recommended_next_source,closure_status
CA08663L1040,Canada,true,2,2,NYSE ARCA::SPXU|TSX::SPXU,Global X S&P 500 Index Bull ETF | ProShares UltraPro Short S&P500,NYSE ARCA | TSX,SPXU,SPXU,name_clusters_disjoint;ticker_collision;registered_country_known,ticker_collision_isin_misassignment_suspected,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CA45823T1066,Canada,true,2,2,OTC::IFCNF|OTC::IFCZF,INFICON Holding AG | Intact Financial Corporation,OTC,IFCNF | IFCZF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CA46989B1031,Canada,true,2,2,NYSE ARCA::JADE|OTC::MCKRF,JPMorgan Active Developing Markets Equity ETF | Jade Leader Corp,NYSE ARCA | OTC,JADE | MCKRF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CA4707481046,Canada,true,2,2,NASDAQ::JWEL|OTC::JWLLF,Jamieson Wellness Inc | Jowell Global Ltd.,NASDAQ | OTC,JWEL | JWLLF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CA50543R1091,Canada,true,2,2,NASDAQ::LAB|OTC::NKOSF,Labrador Gold Corp | Standard Biotools Inc,NASDAQ | OTC,LAB | NKOSF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CA5054401073,Canada,true,2,2,NASDAQ::LIF|OTC::LIFZF,"Labrador Iron Ore Royalty Corporation | Life360, Inc. Common Stock",NASDAQ | OTC,LIF | LIFZF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CA51925D1069,Canada,true,2,2,NYSE::LB|OTC::LRCDF,LandBridge Company LLC | Laurentian Bank of Canada,NYSE | OTC,LB | LRCDF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CA5649051078,Canada,true,2,2,NASDAQ::MFI|OTC::MLFNF,Maple Leaf Foods Inc | mF International Limited Ordinary Shares,NASDAQ | OTC,MFI | MLFNF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CA5651271077,Canada,true,2,2,OTC::CRNLF|OTC::MGMLF,Capricorn Metals Ltd | Maple Gold Mines Ltd,OTC,CRNLF | MGMLF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CA57384M1077,Canada,true,2,2,NASDAQ::MRVL|OTC::MBCOF,Marvel Biosciences Corp. | Marvell Technology Group Ltd,NASDAQ | OTC,MBCOF | MRVL,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CA5909152038,Canada,true,2,2,NYSE::MTX|OTC::MXTLF,Metalex Ventures Ltd | Minerals Technologies Inc,NYSE | OTC,MTX | MXTLF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CA63000Y1034,Canada,true,2,2,NYSE ARCA::NSCI|OTC::NSCIF,Nanalysis Scientific Corp | Nuveen Securitized Income ETF,NYSE ARCA | OTC,NSCI | NSCIF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CA6544541072,Canada,true,2,2,NYSE::NBY|OTC::NBYCF,Niobay Metals Inc | NovaBay Pharmaceuticals Inc,NYSE | OTC,NBY | NBYCF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CA6653783036,Canada,true,2,2,NYSE::NL|OTC::NLGCF,NL Industries Inc | Northern Lion Gold Corp,NYSE | OTC,NL | NLGCF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CA67013H1064,Canada,true,2,2,NYSE::NOW|OTC::NOWVF,NowVertical Group Inc | ServiceNow Inc,NYSE | OTC,NOW | NOWVF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CA68617J1003,Canada,true,2,2,NASDAQ::OGI|OTC::MMJ,MMJ Group Holdings Limited  Ordinary Shares | OrganiGram Holdings Inc,NASDAQ | OTC,MMJ | OGI,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CA69403X1134,Canada,true,2,2,NASDAQ::PBM|OTC::PBMFF,Pacific Bay Minerals Ltd | Psyence Biomedical Ltd. Common Shares,NASDAQ | OTC,PBM | PBMFF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CA69806A1084,Canada,true,2,2,NYSE::PGZ|OTC::PGZFF,Pan Global Resources Inc. | Principal Real Estate Income Closed Fund,NYSE | OTC,PGZ | PGZFF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CA7056465031,Canada,true,2,2,NYSE::PX|OTC::PGXPF,P10 Inc | Pelangio Exploration Inc,NYSE | OTC,PGXPF | PX,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CA74359T2074,Canada,true,2,2,NYSE ARCA::PGX|OTC::PGXFF,Invesco Preferred ETF | Prosper Gold Corp,NYSE ARCA | OTC,PGX | PGXFF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CA74766V1004,Canada,true,2,2,OTC::ATOXF|TSXV::LEAP,Durango Resources Inc | Quantum Critical Metals Corp.,OTC | TSXV,ATOXF | LEAP,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CA7594021007,Canada,true,2,2,OTC::MYIDF|TSXV::MYID,Killi Ltd | Reklaim Ltd.,OTC | TSXV,MYID | MYIDF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CA76711R1001,Canada,true,2,2,NYSE::RGR|OTC::RGRLF,RIO GRANDE RES LTD | Sturm Ruger & Company Inc,NYSE | OTC,RGR | RGRLF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CA77519R1029,Canada,true,2,2,NYSE::RSI|OTC::RSGUF,Rogers Sugar Inc | Rush Street Interactive Inc,NYSE | OTC,RSGUF | RSI,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CA77544C1041,Canada,true,2,2,NYSE::ROK|OTC::ROKRF,ROK Resources Inc. | Rockwell Automation Inc,NYSE | OTC,ROK | ROKRF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CA7766521099,Canada,true,2,2,NASDAQ::ROOT|OTC::RROTF,Root Inc | Roots Corporation,NASDAQ | OTC,ROOT | RROTF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CA78570Q1081,Canada,true,2,2,NYSE ARCA::SBIO|OTC::SABOF,ALPS Medical Breakthroughs ETF | Sabio Holdings Inc.,NYSE ARCA | OTC,SABOF | SBIO,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CA8263XP1041,Canada,true,2,2,NYSE::SM|OTC::SMDRF,SM Energy Co | Sierra Madre Gold and Silver Ltd,NYSE | OTC,SM | SMDRF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CA83179X1087,Canada,true,2,2,OTC::CWYUF|TSX::SRU-UN,Smart REIT | SmartCentres Real Estate Investment Trust,OTC | TSX,CWYUF | SRU-UN,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CA83438X1050,Canada,true,2,2,NASDAQ::SGC|OTC::SGCPF,"Solstice Gold Corp | Superior Group of Companies, Inc.",NASDAQ | OTC,SGC | SGCPF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CA84281U1075,Canada,true,2,2,NYSE::SMP|OTC::SMPEF,Southern Empire Resources Corp | Standard Motor Products Inc,NYSE | OTC,SMP | SMPEF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CA8469051079,Canada,true,2,2,NYSE::SAY|OTC::SCAXF,Saratoga Investment Corp 8.125% | Sparta Capital Ltd,NYSE | OTC,SAY | SCAXF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CA8472431029,Canada,true,2,2,NYSE::SRI|OTC::SPNRF,Sparton Resources Inc | Stoneridge Inc,NYSE | OTC,SPNRF | SRI,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CA85236T1030,Canada,true,2,2,BATS::SECU|OTC::SECUF,SSC Security Services Corp | iShares Securitized Income Active ETF,BATS | OTC,SECU | SECUF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CA85853F1053,Canada,true,2,2,NASDAQ::SJ|OTC::STLJF,Scienjoy Holding Corp | Stella-Jones Inc,NASDAQ | OTC,SJ | STLJF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CA8682112021,Canada,true,2,2,NYSE::SUI|OTC::SUIFF,Sun Communities Inc | Superior Mining International Corporation,NYSE | OTC,SUI | SUIFF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CA87132P1027,Canada,true,2,2,NASDAQ::SYZ|OTC::SYZLF,Lazard US Systematic Small Cap Equity ETF | Sylogist Ltd,NASDAQ | OTC,SYZ | SYZLF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CA8765111064,Canada,true,2,2,NYSE MKT::TGB|NYSE::TKO,"TKO Group Holdings, Inc. | Taseko Mines Ltd",NYSE | NYSE MKT,TGB | TKO,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CA8787423034,Canada,true,2,2,OTC::TCKRF|OTC::TPTJF,Teck Resources Limited | Topps Tiles Plc,OTC,TCKRF | TPTJF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CA8864531097,Canada,true,2,2,NYSE ARCA::TWM|OTC::TWMIF,ProShares UltraShort Russell2000 | Tidewater Midstream and Infrastructure Ltd,NYSE ARCA | OTC,TWM | TWMIF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CA88651M1086,Canada,true,2,2,BATS::TSLV|OTC::TSLVF,Azoria TSLA Convexity ETF | Tier One Silver Inc,BATS | OTC,TSLV | TSLVF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CA88831E1097,Canada,true,2,2,NASDAQ::TLA|OTC::TPCFF,GraniteShares Autocallable TSLA ETF | Titan Logix Corp,NASDAQ | OTC,TLA | TPCFF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CA89072T1021,Canada,true,2,2,NASDAQ::TOI|OTC::TOITF,Oncology Institute Inc | Topicus.com Inc,NASDAQ | OTC,TOI | TOITF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CA91360F1099,Canada,true,2,2,NYSE MKT::IBO|OTC::IBOGF,"Impact BioMedical, Inc. | Universal Ibogaine Inc",NYSE MKT | OTC,IBO | IBOGF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CA92537Y1043,Canada,true,2,2,NASDAQ::FORA|OTC::VFORF,Forian Inc | VERTICALSCOPE HLDGS INC,NASDAQ | OTC,FORA | VFORF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CA92847V5018,Canada,true,2,2,NYSE::VHI|OTC::VHIBF,Valhi Inc | Vitalhub Corp,NYSE | OTC,VHI | VHIBF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CA9316741052,Canada,true,2,2,OTC::CMCXF|TSXV::WLR,CMC Metals Ltd | Walker Lane Resources Ltd.,OTC | TSXV,CMCXF | WLR,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CA9323971023,Canada,true,2,2,NYSE::WM|OTC::WLBMF,Wallbridge Mining Company Limited | Waste Management Inc,NYSE | OTC,WLBMF | WM,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CA98979N1006,Canada,true,2,2,NYSE MKT::ZONE|OTC::ZTLLF,CleanCore Solutions Inc. | Zonetail Inc,NYSE MKT | OTC,ZONE | ZTLLF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CH0011339204,Switzerland,true,2,2,LSE::0QON|OTC::ASCN,Absecon Bancorp | Ascom Holding AG,LSE | OTC,0QON | ASCN,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CH0030486770,Switzerland,true,2,2,LSE::0QNJ|SIX::DAE,Daetwyl I | Daetwyler Holding AG,LSE | SIX,0QNJ | DAE,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CH0305951201,Switzerland,true,2,2,LSE::0RE6|SIX::WKBN,Banque Cantonale du Valais | Walliser Kantonalbank,LSE | SIX,0RE6 | WKBN,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CH0475986318,Switzerland,true,2,2,NYSE::KEYS|SIX::KEYS-USD,21Shares Bitwise Select 10 Large Cap Crypto Index | Keysight Technologies Inc,NYSE | SIX,KEYS | KEYS-USD,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CH1130675676,Switzerland,true,2,2,NASDAQ::ALTS|SIX::ALTS-USD,21Shares Crypto Mid-Cap Index ETP | ALT5 Sigma Corporation,NASDAQ | SIX,ALTS | ALTS-USD,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
