ticker,exchange,asset_type,name,stockanalysis_symbol,stockanalysis_name,stockanalysis_isin,stockanalysis_sector,stockanalysis_industry,isin_update,sector_update,decision,source_url
FDCT,OTC,Stock,FDCTech Inc,FDCT,"FDCTech, Inc.",US30259N1046,Financials,Capital Markets,US30259N1046,,accept,https://stockanalysis.com/quote/otc/FDCT/
FDENF,OTC,Stock,LA FRANCAISE DE L ENERGIE,,,,,,,,no_symbol_match,
FDHC,OTC,Stock,Fidelity Holding Corp,,,,,,,,no_symbol_match,
FDOGF,OTC,Stock,Friday's Dog Holdings Inc.,FDOGF,Patriot Resources Corp.,CA70338G1000,Consumer Staples,Household & Personal Products,,,name_mismatch,https://stockanalysis.com/quote/otc/FDOGF/
FDXTF,OTC,Stock,FendX Technologies Inc.,FDXTF,FendX Technologies Inc.,CA3144601067,Materials,Specialty Chemicals,,Materials,accept,https://stockanalysis.com/quote/otc/FDXTF/
FEDS,LSE,Stock,FEDERAL BANK LD (THE) GDR (EACH REPR 1 ORD) (REGS),FEDS,The Federal Bank Limited,XS0229331755,Financials,Banks - Regional,,Financials,accept,https://stockanalysis.com/quote/lon/FEDS/
FEHTF,OTC,Stock,FAR EAST HOSPITALITY TR,,,,,,,,no_symbol_match,
FEML,LSE,Stock,Fidelity Emerging Markets Ord,,,,,,,,no_symbol_match,
FFBB,OTC,Stock,FFB Bancorp,FFBB,FFB Bancorp,US20344D1046,Financials,Banks - Regional,,Financials,accept,https://stockanalysis.com/quote/otc/FFBB/
FFC.P,TSXV,Stock,Fife Capital Corp.,,,,,,,,no_symbol_match,
FFPP,OTC,Stock,Fast Finance Pay Corp.,FFPP,Fast Finance Pay Corp.,US85423F3047,Technology,Software - Infrastructure,,Information Technology,accept,https://stockanalysis.com/quote/otc/FFPP/
FFRMF,OTC,Stock,Future Farm Technologies Inc,FFRMF,Future Farm Technologies Inc.,CA36116Y1007,Consumer Staples,Farm Products,CA36116Y1007,,accept,https://stockanalysis.com/quote/otc/FFRMF/
FFUCF,OTC,Stock,F4 URANIUM CORP,FFUCF,F4 Uranium Corp.,,,Uranium-Radium-Vanadium Ores,,,no_update,https://stockanalysis.com/quote/otc/FFUCF/
FGCC.P,TSXV,Stock,First and Goal Capital Corp.,,,,,,,,no_symbol_match,
FGFT,OTC,Stock,FG Fitness & Media Group Inc,,,,,,,,no_symbol_match,
FGHFF,OTC,Stock,Forte Group Holdings Inc.,,,,,,,,no_symbol_match,
FGPRB,OTC,Stock,Ferrellgas Partners L.P,,,,,,,,no_symbol_match,
FGRT5,B3,Stock,FRIGORIFICO REDENTOR S.A.,,,,,,,,no_symbol_match,
FHELF,OTC,Stock,First Helium Inc,FHELF,First Helium Inc.,CA32050C1059,Materials,Chemicals,,Materials,accept,https://stockanalysis.com/quote/otc/FHELF/
FHHGF,OTC,Stock,Foschini Group Ltd (The),,,,,,,,no_symbol_match,
FHNGY,OTC,Stock,The Foschini Group Limited,FHNGY,The Foschini Group Limited,US3498702048,Consumer Discretionary,Department Stores,US3498702048,,accept,https://stockanalysis.com/quote/otc/FHNGY/
FHNPV,OTC,Stock,FHNPV,,,,,,,,no_symbol_match,
FHYDF,OTC,Stock,First Hydrogen Corp,FHYDF,First Hydrogen Corp.,CA32057N1042,Consumer Discretionary,Auto Manufacturers,,Consumer Discretionary,accept,https://stockanalysis.com/quote/otc/FHYDF/
FIGI,OTC,Stock,Freedom Internet Group Inc,,,,,,,,no_symbol_match,
FIGIF,OTC,Stock,Fuyao Glass Ind Group Co,,,,,,,,no_symbol_match,
FILAF,OTC,Stock,FILA FABBRICA ITALIANA LAPIS ED AFFINI SPA,FILAF,F.I.L.A. - Fabbrica Italiana Lapis ed Affini S.p.A.,,Industrials,Business Equipment & Supplies,,Industrials,accept,https://stockanalysis.com/quote/otc/FILAF/
FINR,OTC,Stock,Fintech Scion Limited,FINR,Fintech Scion Limited,US92849Y3053,Technology,Software - Infrastructure,,Information Technology,accept,https://stockanalysis.com/quote/otc/FINR/
FINV.P,TSXV,Stock,Faction Investment Group Corp.,FINV.P,Faction Investment Group Corp.,,Financials,Shell Companies,,Financials,accept,https://stockanalysis.com/quote/tsxv/FINV.P/
FIRTF,OTC,Stock,Mammoth Minerals Limited,,,,,,,,no_symbol_match,
FITSF,OTC,Stock,Koios Beverage Corp,FITSF,Koios Beverage Corp.,CA5002713090,Consumer Staples,Packaged Foods,,Consumer Staples,accept,https://stockanalysis.com/quote/otc/FITSF/
FITY,OTC,Stock,"Fifty 1 Labs, Inc.",FITY,"Fifty 1 Labs, Inc.",US2104931025,Healthcare,Drug Manufacturers - Specialty & Generic,US2104931025,Health Care,accept,https://stockanalysis.com/quote/otc/FITY/
FIVD.P,TSXV,Stock,5D Acquisition Corp.,,,,,,,,no_symbol_match,
FKCIF,OTC,Stock,Fukui Computer HoldingsInc,,,,,,,,no_symbol_match,
FKST,OTC,Stock,Flowerkist Skin Care & Cosmetics Inc,,,,,,,,no_symbol_match,
FLDAY,OTC,Stock,Fluidra S.A,,,,,,,,no_symbol_match,
FLDYY,OTC,Stock,Tsuburaya Fields Holdings Inc.,,,,,,,,no_symbol_match,
FLHLF,OTC,Stock,Filament Health Corp,,,,,,,,no_symbol_match,
FLLLF,OTC,Stock,Ultra Brands Ltd.,FLLLF,Ultra Brands Ltd.,US8322482071,Consumer Staples,Farm Products,US8322482071,Consumer Staples,accept,https://stockanalysis.com/quote/otc/FLLLF/
FLMCF,OTC,Stock,First Lithium Minerals Corp.,FLMCF,First Lithium Minerals Corp.,,Materials,Other Industrial Metals & Mining,,Materials,accept,https://stockanalysis.com/quote/otc/FLMCF/
FLQAF,OTC,Stock,FRANKLIN LIBERTYSHARES ICAV,,,,,,,,no_symbol_match,
FLT,TSXV,Stock,Volatus Aerospace Inc.,,,,,,,,no_symbol_match,
FLTLF,OTC,Stock,Flow Traders Ltd.,FLTLF,Flow Traders Ltd.,BMG3602E1084,Financials,Capital Markets,,Financials,accept,https://stockanalysis.com/quote/otc/FLTLF/
FLWBF,OTC,Stock,Flow Beverage Corp,FLWBF,Flow Beverage Corp.,CA34344J1021,Consumer Staples,Beverages - Non-Alcoholic,,Consumer Staples,accept,https://stockanalysis.com/quote/otc/FLWBF/
FMCQF,OTC,Stock,Fresenius Medical Care AG & Co. KGaA,FMCQF,Fresenius Medical Care AG,DE0005785802,Healthcare,Medical Care Facilities,DE0005785802,,accept,https://stockanalysis.com/quote/otc/FMCQF/
FMELF,OTC,Stock,Future Metals NL,FMELF,Future Metals NL,,Materials,Other Precious Metals & Mining,,Materials,accept,https://stockanalysis.com/quote/otc/FMELF/
FMMFF,OTC,Stock,Fuji Corporation,FMMFF,Fuji Corporation,JP3809200003,Industrials,Specialty Industrial Machinery,JP3809200003,,accept,https://stockanalysis.com/quote/otc/FMMFF/
FMNP3,B3,Stock,FIRMINOPOLIS TRANSMISSAO S.A.,,,,,,,,no_symbol_match,
FMR,TSX,Stock,Future Mineral Resources Inc.,FMR,Future Mineral Resources Inc.,CA3611551043,Materials,Other Industrial Metals & Mining,CA3611551043,,accept,https://stockanalysis.com/quote/tsx/FMR/
FMTYF,OTC,Stock,FMTYF,,,,,,,,no_symbol_match,
FMZNF,OTC,Stock,QORIA LTD.,FMZNF,Qoria Limited,AU0000278491,Technology,Software - Infrastructure,AU0000278491,Information Technology,accept,https://stockanalysis.com/quote/otc/FMZNF/
FNAUF,OTC,Stock,Four Nines Gold Inc,FNAUF,Four Nines Gold Inc.,CA35089X2068,Materials,Gold,,Materials,accept,https://stockanalysis.com/quote/otc/FNAUF/
FNBKY,OTC,Stock,FinecoBank Banca Fineco S.p.A,FNBKY,FinecoBank Banca Fineco S.p.A.,US31788J1016,Financials,Banks - Regional,US31788J1016,Financials,accept,https://stockanalysis.com/quote/otc/FNBKY/
FNCNF,OTC,Stock,Fincantieri S.p.A,FNCNF,Fincantieri S.p.A.,IT0005599938,Industrials,Aerospace & Defense,,Industrials,accept,https://stockanalysis.com/quote/otc/FNCNF/
FNDM,OTC,Stock,Fund.com Inc,FNDM,Fund.com Inc.,US3607693013,Financials,Capital Markets,US3607693013,,accept,https://stockanalysis.com/quote/otc/FNDM/
FNEDF,OTC,Stock,FASTNED B V,FNEDF,Fastned B.V.,,Consumer Discretionary,Specialty Retail,,Consumer Discretionary,accept,https://stockanalysis.com/quote/otc/FNEDF/
FNICF,OTC,Stock,Fathom Nickel Inc,FNICF,Fathom Nickel Inc.,CA31200N2014,Materials,Other Industrial Metals & Mining,,Materials,accept,https://stockanalysis.com/quote/otc/FNICF/
FNMCD,OTC,Stock,First Nordic Metals Corp.,,,,,,,,no_symbol_match,
FNOXF,OTC,Stock,Fortnox AB (publ),,,,,,,,no_symbol_match,
FNTTF,OTC,Stock,Fantasy 360 Technologies Inc,FNTTF,XR Immersive Tech Inc.,CA98383L2030,Technology,Computer Hardware,,,name_mismatch,https://stockanalysis.com/quote/otc/FNTTF/
FNUV3,B3,Stock,FENAUVA-FEIRA NAC DA UVA TUR E EMPR S.A.,,,,,,,,no_symbol_match,
FOACW,OTC,Stock,Finance of America Companies Inc.,,,,,,,,no_symbol_match,
FOGCF,OTC,Stock,Avisa Diagnostics Inc,,,,,,,,no_symbol_match,
FOMI,OTC,Stock,"Formation Minerals, Inc.",FOMI,"Formation Minerals, Inc.",US81726B1089,Energy,Oil & Gas Exploration & Production,,Energy,accept,https://stockanalysis.com/quote/otc/FOMI/
FOMNF,OTC,Stock,Forte Minerals Corp.,FOMNF,Forte Minerals Corp.,,Materials,Other Precious Metals & Mining,,Materials,accept,https://stockanalysis.com/quote/otc/FOMNF/
FOMTF,OTC,Stock,FORMATION METALS INC,FOMTF,Formation Metals Inc.,,,Metal Mining,,,no_update,https://stockanalysis.com/quote/otc/FOMTF/
FONC.P,TSXV,Stock,Florence One Capital Inc.,,,,,,,,no_symbol_match,
FORZ,OTC,Stock,Forza Innovations Inc,FORZ,Forza Innovations Inc.,US34987W1053,Healthcare,Medical Devices,,Health Care,accept,https://stockanalysis.com/quote/otc/FORZ/
FOTRF,OTC,Stock,FRONTIER RE INVST,,,,,,,,no_symbol_match,
FPBC,OTC,Stock,Friendly Hills Bancorp,FPBC,First Pacific Bancorp,US35847F1093,Financials,Banks - Regional,,,name_mismatch,https://stockanalysis.com/quote/otc/FPBC/
FPCG,OTC,Stock,First Physicians Capital Group Inc,,,,,,,,no_symbol_match,
FPLPF,OTC,Stock,VANQUIS BKG GROUP PLC,FPLPF,Vanquis Banking Group plc,GB00B1Z4ST84,Financials,Banks - Regional,GB00B1Z4ST84,,accept,https://stockanalysis.com/quote/otc/FPLPF/
FPOCF,OTC,Stock,FPX Nickel Corp,FPOCF,FPX Nickel Corp.,CA3025911023,Materials,Other Industrial Metals & Mining,CA3025911023,,accept,https://stockanalysis.com/quote/otc/FPOCF/
FRACF,OTC,Stock,Foraco International SA,FRACF,Foraco International SA,FR0010492199,Materials,Other Industrial Metals & Mining,FR0010492199,,accept,https://stockanalysis.com/quote/otc/FRACF/
FRAS.P,TSXV,Stock,Fraser Big Sky Capital Corp.,FRAS.P,Fraser Big Sky Capital Corp.,,Financials,Shell Companies,,Financials,accept,https://stockanalysis.com/quote/tsxv/FRAS.P/
FRBP,OTC,Stock,Franklin BSP Capital Corp,,,,,,,,no_symbol_match,
FRCCL,OTC,Stock,First Republic Bank,,,,,,,,no_symbol_match,
FRCHL,OTC,Stock,First Republic Bank,,,,,,,,no_symbol_match,
FRCIL,OTC,Stock,First Republic Bank,,,,,,,,no_symbol_match,
FRCKL,OTC,Stock,First Republic Bank,,,,,,,,no_symbol_match,
FRECF,OTC,Stock,Frequency Exchange Corp.,FRECF,Frequency Exchange Corp.,,,"Measuring, Analyzing, and Controlling Instruments; Photographic, Medical and Optical Goods; Watches and Clocks",,,no_update,https://stockanalysis.com/quote/otc/FRECF/
FREDF,OTC,Stock,Fredonia Mining Inc,FREDF,Fredonia Mining Inc.,CA3560634048,Materials,Other Precious Metals & Mining,,Materials,accept,https://stockanalysis.com/quote/otc/FREDF/
FREKF,OTC,Stock,freee K.K,FREKF,freee K.K.,JP3826520003,Technology,Software - Application,,Information Technology,accept,https://stockanalysis.com/quote/otc/FREKF/
FRFLF,OTC,Stock,FRNT Financial Inc.,FRFLF,FRNT Financial Inc.,,Financials,Capital Markets,,Financials,accept,https://stockanalysis.com/quote/otc/FRFLF/
FRGGF,OTC,Stock,Forge Resources Corp.,FRGGF,Forge Resources Corp.,CA34630Q1090,Materials,Gold,,Materials,accept,https://stockanalysis.com/quote/otc/FRGGF/
FRHYF,OTC,Stock,Frontier Energy Limited,FRHYF,Frontier Energy Limited,AU0000207912,Utilities,Utilities - Renewable,,Utilities,accept,https://stockanalysis.com/quote/otc/FRHYF/
FRIIF,OTC,Stock,MGI Digital Technology Société Anonyme,,,,,,,,no_symbol_match,
FRLOF,OTC,Stock,Frasers Logistics & Commercial Trust,,,,,,,,no_symbol_match,
FRNV3,B3,Stock,CIA DE NAVEG DO SAO FRANCISCO - FRANAVE,,,,,,,,no_symbol_match,
FRPMF,OTC,Stock,Forty Pillars Mining Corp,FRPMF,Forty Pillars Mining Corp.,CA3498013083,Materials,Other Industrial Metals & Mining,,Materials,accept,https://stockanalysis.com/quote/otc/FRPMF/
FRQN,OTC,Stock,"Frequency Holdings, Inc.",FRQN,"Frequency Holdings, Inc.",,Technology,Information Technology Services,,,no_update,https://stockanalysis.com/quote/otc/FRQN/
FRTG,OTC,Stock,Frontera Group Inc,FRTG,"Frontera Group, Inc.",US35904M1045,Industrials,Specialty Business Services,,Industrials,accept,https://stockanalysis.com/quote/otc/FRTG/
FRTSF,OTC,Stock,Fortis Inc.,,,,,,,,no_symbol_match,
FSBH,OTC,Stock,First Southern Bank,FSBH,FSBH Corp.,US30325F1012,Financials,Banks - Regional,,,name_mismatch,https://stockanalysis.com/quote/otc/FSBH/
FSGB,OTC,Stock,1st Federal Savings Bank of SC Inc,FSGB,"1st Federal Savings Bank of SC, Inc.",US32018U1060,Financials,Banks - Regional,,Financials,accept,https://stockanalysis.com/quote/otc/FSGB/
FSHUF,OTC,Stock,Fu Shou Yuan International Group Limited,FSHUF,Fu Shou Yuan International Group Limited,,Consumer Discretionary,Personal Services,,,no_update,https://stockanalysis.com/quote/otc/FSHUF/
FSLUF,OTC,Stock,First Ship Lease Trust,,,,,,,,no_symbol_match,
FSMK,OTC,Stock,1ST SUMMIT BANCORP of Johnstown Inc,FSMK,"1ST SUMMIT BANCORP of Johnstown, Inc.",US3371251089,Financials,Banks - Regional,,Financials,accept,https://stockanalysis.com/quote/otc/FSMK/
FSROF,OTC,Stock,F SECURE OYJ,,,,,,,,no_symbol_match,
FSTTF,OTC,Stock,First Tellurium Corp,FSTTF,First Tellurium Corp.,CA33716L1094,Materials,Other Precious Metals & Mining,,Materials,accept,https://stockanalysis.com/quote/otc/FSTTF/
FTCFF,OTC,Stock,FMS ENTERPRISES MIGUN LTD,,,,,,,,no_symbol_match,
FTFI,OTC,Stock,First Berlin Bancorp Inc.,FTFI,"First Berlin Bancorp, Inc.",US3193021058,Financials,Banks - Regional,,Financials,accept,https://stockanalysis.com/quote/otc/FTFI/
FTIDF,OTC,Stock,"FTI Foodtech International, Inc.",FTIDF,FTI Foodtech International Inc.,,Consumer Discretionary,Specialty Retail,,Consumer Discretionary,accept,https://stockanalysis.com/quote/otc/FTIDF/
FTNQF,OTC,Stock,First Trust Global Funds Plc,,,,,,,,no_symbol_match,
FTRAF,OTC,Stock,First Trust Global Funds Plc,,,,,,,,no_symbol_match,
FTRC,TSXV,Stock,FUTR Corporation (The),FTRC,The FUTR Corporation,CA3609521057,Technology,Software - Infrastructure,CA3609521057,,accept,https://stockanalysis.com/quote/tsxv/FTRC/
FTRCF,OTC,Stock,The FUTR Corporation,FTRCF,The FUTR Corporation,,Technology,Software - Infrastructure,,Information Technology,accept,https://stockanalysis.com/quote/otc/FTRCF/
FTRO3,B3,Stock,FRUTOS TROPICAIS S/A,,,,,,,,no_symbol_match,
FTSRF,OTC,Stock,First Trust Global Funds Plc,,,,,,,,no_symbol_match,
FTUAF,OTC,Stock,Fuller Smith & Turner P.L.C,,,,,,,,no_symbol_match,
FTURF,OTC,Stock,Future Fuels Inc.,FTURF,Future Fuels Inc.,,Materials,Other Industrial Metals & Mining,,Materials,accept,https://stockanalysis.com/quote/otc/FTURF/
FTZFF,OTC,Stock,Fitzroy Minerals Inc,FTZFF,Fitzroy Minerals Inc.,CA33827E1016,Materials,Other Precious Metals & Mining,,Materials,accept,https://stockanalysis.com/quote/otc/FTZFF/
FTZZF,OTC,Stock,CANADIAN PHOSPHATE LTD.,FTZZF,Canadian Phosphate Limited,AU0000384935,Materials,Agricultural Inputs,AU0000384935,,accept,https://stockanalysis.com/quote/otc/FTZZF/
FUEMF,OTC,Stock,Fuerte Metals Corp,FUEMF,Fuerte Metals Corp.,,Materials,Other Precious Metals & Mining,,Materials,accept,https://stockanalysis.com/quote/otc/FUEMF/
FUISF,OTC,Stock,Fubon Financial Holding Co. Ltd,,,,,,,,no_symbol_match,
FUN.P,TSXV,Stock,Fountainhall Capital Corp.,,,,,,,,no_symbol_match,
FUNR,OTC,Stock,FUNR,FUNR,FUNR,US1265241075,Communication Services,Electronic Gaming & Multimedia,,Communication Services,accept,https://stockanalysis.com/quote/otc/FUNR/
FURCF,OTC,Stock,FORVIA SE/ADR,FURCF,Forvia SE,FR0000121147,Consumer Discretionary,Auto Parts,FR0000121147,,accept,https://stockanalysis.com/quote/otc/FURCF/
FUSED,OTC,Stock,Fuse Battery Metals Inc.,,,,,,,,no_symbol_match,
FUUFF,OTC,Stock,F3 Uranium Corp.,FUUFF,F3 Uranium Corp.,CA30336Y1079,Energy,Uranium,,Energy,accept,https://stockanalysis.com/quote/otc/FUUFF/
FVEN,LSE,Stock,Foresight Ventures VCT plc,,,,,,,,no_symbol_match,
FVV,LSE,Stock,Fuel Ventures Vct Plc,FVV,Fuel Ventures Vct PLC,GB00BP2RHT10,Financials,Investment - Banking & Investment Services,,Financials,accept,https://stockanalysis.com/quote/lon/FVV/
FWT,LSE,Stock,Foresight Solar & Techn VCT PLC Foresight Williams Tech Shares,,,,,,,,no_symbol_match,
FWTC,TSXV,Stock,Forward Water Technologies Corp.,FWTC,Forward Water Technologies Corp.,CA34988A1021,Utilities,Utilities - Regulated Water,,Utilities,accept,https://stockanalysis.com/quote/tsxv/FWTC/
FWZ,TSXV,Stock,Fireweed Metals Corp.,FWZ,Fireweed Metals Corp.,CA31832Q1019,Materials,Other Industrial Metals & Mining,CA31832Q1019,,accept,https://stockanalysis.com/quote/tsxv/FWZ/
FXCOF,OTC,Stock,Foxconn Technology Co. Ltd.,,,,,,,,no_symbol_match,
FXGDF,OTC,Stock,FELIX GOLD LTD.,FXGDF,Felix Gold Limited,,,Gold And Silver Ores,,,no_update,https://stockanalysis.com/quote/otc/FXGDF/
FYGGY,OTC,Stock,Fuyao Glass Industry Group Co. Ltd,FYGGY,"Fuyao Glass Industry Group Co., Ltd.",US36119R1023,Consumer Discretionary,Auto Parts,,Consumer Discretionary,accept,https://stockanalysis.com/quote/otc/FYGGY/
GALMF,OTC,Stock,GALILEO MNG LTD,GALMF,Galileo Mining Ltd,,Materials,Other Industrial Metals & Mining,,,name_mismatch,https://stockanalysis.com/quote/otc/GALMF/
GAMXF,OTC,Stock,Gamma Resources Ltd.,GAMXF,Gamma Resources Ltd.,,Materials,Other Industrial Metals & Mining,,Materials,accept,https://stockanalysis.com/quote/otc/GAMXF/
GANDF,OTC,Stock,Gander Gold Corporation,GANDF,Gander Gold Corporation,CA36471Q1063,Materials,Gold,,Materials,accept,https://stockanalysis.com/quote/otc/GANDF/
GARQF,OTC,Stock,Gallery Resources Limited,,,,,,,,no_symbol_match,
GBAT,OTC,Stock,Grayscale Basic Attention Token Trust,,,,,,,,no_symbol_match,
GBBYF,OTC,Stock,Goodbaby International Holdings Limited,GBBYF,Goodbaby International Holdings Limited,KYG398141013,Consumer Discretionary,Leisure,KYG398141013,,accept,https://stockanalysis.com/quote/otc/GBBYF/
GBMCF,OTC,Stock,Green Bridge Metals Corporation,GBMCF,Green Bridge Metals Corporation,,Materials,Other Industrial Metals & Mining,,Materials,accept,https://stockanalysis.com/quote/otc/GBMCF/
GBSMF,OTC,Stock,Ginebra San Miguel Inc,,,,,,,,no_symbol_match,
GCG,TSX,Stock,Guardian Capital Group Limited,,,,,,,,no_symbol_match,
GCHEF,OTC,Stock,Grupo Comercial Chedraui S.A.B. de C.V,GCHEF,"Grupo Comercial Chedraui, S.A.B. de C.V.",MX01CH170002,Consumer Staples,Grocery Stores,,Consumer Staples,accept,https://stockanalysis.com/quote/otc/GCHEF/
GCHT,OTC,Stock,GC China Turbine Corp,,,,,,,,no_symbol_match,
GCLAF,OTC,Stock,Grupo Clarin S A,,,,,,,,no_symbol_match,
GCPEF,OTC,Stock,GCL Technology Holdings Limited,GCPEF,GCL Technology Holdings Limited,KYG3774X1088,Technology,Solar,KYG3774X1088,,accept,https://stockanalysis.com/quote/otc/GCPEF/
GCRCF,OTC,Stock,Golcap Resources Corp,,,,,,,,no_symbol_match,
GCUMF,OTC,Stock,Gunnison Copper Corp,GCUMF,Gunnison Copper Corp.,CA4028801088,Materials,Copper,,Materials,accept,https://stockanalysis.com/quote/otc/GCUMF/
GCV.P,TSXV,Stock,Golden Star Capital Ventures Inc.,,,,,,,,no_symbol_match,
GDBYF,OTC,Stock,Goodbody Health Inc,GDBYF,Goodbody Health Limited,CA3821592001,Healthcare,Drug Manufacturers - Specialty & Generic,,Health Care,accept,https://stockanalysis.com/quote/otc/GDBYF/
GDERF,OTC,Stock,Galderma Group AG/ADR,GDERF,Galderma Group AG,,Healthcare,Drug Manufacturers - Specialty & Generic,,Health Care,accept,https://stockanalysis.com/quote/otc/GDERF/
GDIFF,OTC,Stock,GDI Integrated Facility Services Inc,,,,,,,,no_symbol_match,
GDIGF,OTC,Stock,Nuclear Vision Limited,,,,,,,,no_symbol_match,
GDNSF,OTC,Stock,Goodness Growth Holdings Inc,,,,,,,,no_symbol_match,
GDRPF,OTC,Stock,Golden Resources Development International Limited,,,,,,,,no_symbol_match,
GDSRF,OTC,Stock,Gold Strike Resources Corp.,GDSRF,Gold Strike Resources Corp.,,Materials,Gold,,Materials,accept,https://stockanalysis.com/quote/otc/GDSRF/
GDTRF,OTC,Stock,Gladiator Metals Corp,GDTRF,Gladiator Metals Corp.,CA37653W1014,Materials,Other Industrial Metals & Mining,,Materials,accept,https://stockanalysis.com/quote/otc/GDTRF/
GDXRF,OTC,Stock,Goldex Resources Corporation,GDXRF,Goldex Resources Corporation,CA3813663018,Materials,Gold,CA3813663018,,accept,https://stockanalysis.com/quote/otc/GDXRF/
GDYMF,OTC,Stock,JANUS ELEC HLDGS LTD.,,,,,,,,no_symbol_match,
GEAT,OTC,Stock,GreetEat Corporation,GEAT,GreetEat Corporation,US63253U1051,Industrials,Specialty Business Services,US63253U1051,Industrials,accept,https://stockanalysis.com/quote/otc/GEAT/
GECSF,OTC,Stock,Global Education Communities Corp.,GECSF,Global Education Communities Corp.,,Consumer Staples,Education & Training Services,,Consumer Staples,accept,https://stockanalysis.com/quote/otc/GECSF/
GEDSF,OTC,Stock,Richter Gedeon Vegyészeti Gyár Nyilvánosan Muködo Rt,,,,,,,,no_symbol_match,
GEDUF,OTC,Stock,G8 EDUCATION LTD,GEDUF,G8 Education Limited,,Consumer Staples,Education & Training Services,,Consumer Staples,accept,https://stockanalysis.com/quote/otc/GEDUF/
GEHDF,OTC,Stock,Great Eastern Holdings Ltd (Singapore),,,,,,,,no_symbol_match,
GELEF,OTC,Stock,Graphano Energy Ltd,GELEF,Graphano Energy Ltd.,CA38867G2053,Materials,Other Industrial Metals & Mining,,Materials,accept,https://stockanalysis.com/quote/otc/GELEF/
GELNF,OTC,Stock,Gelion plc,GELNF,Gelion plc,GB00BNBQZD59,Industrials,Electrical Equipment & Parts,,Industrials,accept,https://stockanalysis.com/quote/otc/GELNF/
GEMSF,OTC,Stock,Infinity Stone Ventures Corp.,GEMSF,Infinity Stone Ventures Corp.,CA45675G2027,Technology,Software - Application,,Information Technology,accept,https://stockanalysis.com/quote/otc/GEMSF/
GEMZ,OTC,Stock,GEMXX Corp,GEMZ,Gemxx Corp.,US36870K1060,Materials,Other Precious Metals & Mining,,Materials,accept,https://stockanalysis.com/quote/otc/GEMZ/
GENFF,OTC,Stock,Genflow Biosciences plc,GENFF,Genflow Biosciences plc,,Healthcare,Biotechnology,,Health Care,accept,https://stockanalysis.com/quote/otc/GENFF/
GENRF,OTC,Stock,GENERATION URANIUM INC,GENRF,Generation Uranium Inc.,,Materials,Gold,,Materials,accept,https://stockanalysis.com/quote/otc/GENRF/
GENT3,B3,Stock,LG INFORMÁTICA S.A.,,,,,,,,no_symbol_match,
GEODF,OTC,Stock,Geodrill Limited,GEODF,Geodrill Limited,IM00B3RLCZ58,Materials,Other Industrial Metals & Mining,IM00B3RLCZ58,,accept,https://stockanalysis.com/quote/otc/GEODF/
GFCI,OTC,Stock,Grifco International Inc,,,,,,,,no_symbol_match,
GFELF,OTC,Stock,Goodfellow Inc,,,,,,,,no_symbol_match,
GFOR.P,TSXV,Stock,Good2Go4 Corp.,GFOR.P,Good2Go4 Corp.,,Financials,Shell Companies,,Financials,accept,https://stockanalysis.com/quote/tsxv/GFOR.P/
GFTFF,OTC,Stock,Grafton Resources Inc.,GFTFF,Grafton Resources Inc.,,,Metal Mining,,,no_update,https://stockanalysis.com/quote/otc/GFTFF/
GFTYF,OTC,Stock,G50 Corp Limited,GFTYF,G50 Corp Limited,,Materials,Other Precious Metals & Mining,,Materials,accept,https://stockanalysis.com/quote/otc/GFTYF/
GGAAF,OTC,Stock,Genesis Growth Tech Acquisition Corp.,GGAAF,NeuroMind AI Corp.,KYG3R23D1021,Financials,Shell Companies,,,name_mismatch,https://stockanalysis.com/quote/otc/GGAAF/
GGAMF,OTC,Stock,Good Gamer Entertainment Inc,GGAMF,Good Gamer Entertainment Inc.,CA3821131081,Communication Services,Electronic Gaming & Multimedia,,Communication Services,accept,https://stockanalysis.com/quote/otc/GGAMF/
GGAUF,OTC,Stock,Genesis Growth Tech Acquisition Corp.,,,,,,,,no_symbol_match,
GGEI,OTC,Stock,Green Giant Inc.,GGEI,Green Giant Inc.,US16948W2098,Real Estate,Real Estate - Development,US16948W2098,Real Estate,accept,https://stockanalysis.com/quote/otc/GGEI/
GGGFF,OTC,Stock,GoGo AI Network Inc.,,,,,,,,no_symbol_match,
GHGH,OTC,Stock,GuanHua Corporation,,,,,,,,no_symbol_match,
GHTI,OTC,Stock,G-H-3 International Inc,GHTI,G-H-3 International Inc.,US36172E1055,Healthcare,Biotechnology,US36172E1055,,accept,https://stockanalysis.com/quote/otc/GHTI/
GHV1,LSE,Stock,Gresham House Income & Growth VCT plc,,,,,,,,no_symbol_match,
GHYLF,OTC,Stock,GOLD HYDROGEN LIMITED,GHYLF,Gold Hydrogen Limited,,,Industrial Inorganic Chemicals,,,no_update,https://stockanalysis.com/quote/otc/GHYLF/
GIGNF,OTC,Stock,Genting Singapore Limited,GIGNF,Genting Singapore Limited,SGXE21576413,Consumer Discretionary,Resorts & Casinos,SGXE21576413,,accept,https://stockanalysis.com/quote/otc/GIGNF/
GIPIF,OTC,Stock,Green Impact Partners Inc,GIPIF,Green Impact Partners Inc.,CA39306L1022,Industrials,Waste Management,,Industrials,accept,https://stockanalysis.com/quote/otc/GIPIF/
GIVPY,OTC,Stock,Grupo de Inversiones Suramericana S.A,,,,,,,,no_symbol_match,
